day,realdata,predict
1.0,2772.5454,2812.7401496462226
9.0,2829.2712,2807.1365271196364
8.0,2859.5424,2804.3226785683632
7.0,2905.5618,2811.0229813067913
6.0,2903.6467,2758.0025887703896
5.0,2882.2254,2803.2438650229574
4.0,2873.5938,2799.6136006630063
3.0,2869.0495,2825.7239167103767
2.0,2876.4009,2808.409602809429
1.0,2824.5337,2820.025812829077
