real,fake
0.4817086160182953,0.9618535041809082
0.4906337857246399,0.9466949105262756
0.5031914710998535,0.9263031482696533
0.5221439003944397,0.8970356583595276
0.546723484992981,0.8613611459732056
0.5720087289810181,0.8277065753936768
0.5951769351959229,0.7988463640213013
0.6133854985237122,0.7774813175201416
0.6275550127029419,0.7617477774620056
0.6398879289627075,0.7485104203224182
0.6491503715515137,0.7389452457427979
0.6573987603187561,0.7303613424301147
0.6635593771934509,0.7238214612007141
0.6685665249824524,0.7184959650039673
0.6722062826156616,0.7146449685096741
0.6745313405990601,0.712191641330719
0.6771137118339539,0.7094851136207581
0.6784452199935913,0.7080886363983154
0.6801043748855591,0.7063643336296082
0.6811941266059875,0.7052347660064697
0.6821945905685425,0.7042043805122375
0.6828101873397827,0.703571617603302
0.6835547685623169,0.7028123736381531
0.6841244101524353,0.7022343277931213
0.6847484111785889,0.7016034126281738
0.6852431297302246,0.7011051774024963
0.6858901381492615,0.7004532217979431
0.6861457228660583,0.7001997232437134
0.686598002910614,0.6997464299201965
0.6870195865631104,0.6993235349655151
0.6873324513435364,0.6990107893943787
0.687852144241333,0.698487401008606
0.6880919933319092,0.6982479691505432
0.6884301900863647,0.6979073882102966
0.6886268854141235,0.6977106928825378
0.6888582110404968,0.6974779367446899
0.6891942024230957,0.6971375346183777
0.689455509185791,0.6968739628791809
0.6895668506622314,0.6967609524726868
0.6897852420806885,0.6965389847755432
0.6899054646492004,0.6964161992073059
0.6901662349700928,0.6961517333984375
0.6902591586112976,0.6960558891296387
0.6903563141822815,0.6959556937217712
0.690500795841217,0.6958074569702148
0.6905755996704102,0.6957291960716248
0.6906218528747559,0.6956773996353149
0.6906079053878784,0.6956878304481506
0.6906660199165344,0.6956259608268738
0.6905335187911987,0.6957550644874573
0.6904852986335754,0.6957994699478149
0.6904128193855286,0.6958685517311096
0.6902478933334351,0.6960304975509644
0.6900855302810669,0.6961907148361206
0.6899329423904419,0.6963454484939575
0.6897567510604858,0.6965258121490479
0.6898221969604492,0.6964739561080933
0.6901453137397766,0.6961632370948792
0.6906571388244629,0.695658802986145
0.6911038160324097,0.6952124834060669
0.6915693879127502,0.6947413682937622
0.6918432116508484,0.6944629549980164
0.6919997930526733,0.6943032145500183
0.6921318769454956,0.6941681504249573
0.6922777891159058,0.6940202116966248
0.6923171281814575,0.6939793825149536
0.6923602223396301,0.6939351558685303
0.6923912167549133,0.6939032077789307
0.6924389600753784,0.693854570388794
0.6924393177032471,0.693853497505188
0.6924611926078796,0.6938309669494629
0.6924023032188416,0.693888783454895
0.6923920512199402,0.6938984394073486
0.6923456788063049,0.6939442157745361
0.6922995448112488,0.6939897537231445
0.6922061443328857,0.6940826177597046
0.6921601295471191,0.6941289305686951
0.6920826435089111,0.6942070722579956
0.6920085549354553,0.6942834258079529
0.6920360326766968,0.6942587494850159
0.6921404004096985,0.6941564679145813
0.692238986492157,0.6940591931343079
0.6923625469207764,0.6939362287521362
0.6925027966499329,0.6937955617904663
0.6925798654556274,0.6937177181243896
0.6926336288452148,0.6936632394790649
0.6927034258842468,0.6935927271842957
0.6927267909049988,0.693568766117096
0.6927386522293091,0.693555474281311
0.6926952004432678,0.6935978531837463
0.692635178565979,0.693656325340271
0.6924845576286316,0.6938037276268005
0.6921463012695312,0.6941373348236084
0.6917403936386108,0.6945483684539795
0.6920418739318848,0.6942608952522278
0.6923818588256836,0.6939173936843872
0.6925621032714844,0.6937344074249268
0.6926297545433044,0.6936648488044739
0.692643940448761,0.6936493515968323
0.6925670504570007,0.6937249898910522
0.6925496459007263,0.6937420964241028
0.692436695098877,0.6938543915748596
0.6923357248306274,0.6939557790756226
0.6922615170478821,0.6940309405326843
0.6922024488449097,0.6940902471542358
0.6921741366386414,0.694118320941925
0.6921188235282898,0.6941729187965393
0.6920201182365417,0.6942710876464844
0.6918609142303467,0.6944289803504944
0.6918216943740845,0.6944687366485596
