date,open,high,low,close
2000-01-11,1645.281,1645.313,1561.068,1572.844
2000-01-12,1566.386,1583.053,1525.105,1528.358
2000-01-13,1527.751,1534.906,1507.953,1513.882
2000-01-14,1515.794,1523.547,1489.641,1497.269
2000-01-17,1497.42,1523.576,1490.583,1523.519
2000-01-18,1527.336,1534.57,1511.066,1516.34
2000-01-19,1515.537,1534.358,1514.753,1531.216
2000-01-20,1533.758,1559.211,1533.758,1559.172
2000-01-21,1564.58,1569.48,1550.687,1557.316
2000-01-24,1558.145,1570.712,1540.735,1570.64
2000-01-25,1576.742,1584.666,1559.982,1569.724
2000-01-26,1570.57,1575.926,1562.648,1574.502
2000-01-27,1584.51,1601.785,1578.822,1601.576
2000-01-28,1609.934,1633.039,1605.579,1631.524
2000-02-14,1692.073,1779.904,1687.748,1779.707
2000-02-15,1817.552,1857.401,1768.592,1776.757
2000-02-16,1781.333,1803.66,1754.49,1801.046
2000-02-17,1845.195,1884.39,1718.485,1745.366
2000-02-18,1727.466,1774.597,1684.206,1774.518
2000-02-21,1788.752,1805.759,1757.706,1784.456
2000-02-22,1788.921,1795.709,1731.724,1736.8
2000-02-23,1721.476,1734.923,1688.193,1696.932
2000-02-24,1695.879,1739.018,1695.858,1739.002
2000-02-25,1745.019,1756.334,1721.883,1736.246
2000-02-28,1745.066,1814.902,1744.956,1814.783
2000-02-29,1839.755,1845.109,1786.335,1825.071
2000-03-01,1831.528,1832.099,1801.424,1807.054
2000-03-02,1806.859,1832.668,1790.928,1823.529
2000-03-03,1839.984,1863.955,1833.003,1850.534
2000-03-06,1870.154,1877.175,1787.359,1789.807
2000-03-07,1769.28,1804.599,1761.23,1804.478
2000-03-08,1809.481,1837.833,1799.42,1837.821
2000-03-09,1847.19,1854.242,1826.015,1844.611
2000-03-10,1844.175,1856.259,1811.874,1815.35
2000-03-13,1817.195,1840.973,1816.744,1840.813
2000-03-14,1799.815,1810.375,1742.469,1794.273
2000-03-15,1788.855,1804.889,1784.853,1790.147
2000-03-16,1779.02,1779.106,1698.949,1711.171
2000-03-17,1705.632,1769.061,1705.602,1765.286
2000-03-20,1752.103,1809.072,1747.305,1809.036
2000-03-21,1814.224,1824.12,1801.986,1820.972
2000-03-22,1824.1,1838.32,1821.738,1831.736
2000-03-23,1835.75,1859.482,1822.076,1859.436
2000-03-24,1874.67,1883.883,1840.577,1841.607
2000-03-27,1848.254,1889.67,1848.254,1889.534
2000-03-28,1903.384,1915.252,1888.029,1906.175
2000-03-29,1913.082,1919.457,1876.823,1903.561
2000-03-30,1908.784,1927.278,1905.742,1927.187
2000-03-31,1926.725,1927.093,1894.669,1915.601
2000-04-03,1914.904,1933.048,1913.488,1916.208
2000-04-04,1909.943,1909.943,1868.279,1873.278
2000-04-05,1868.567,1890.299,1857.991,1884.599
2000-04-06,1889.517,1925.015,1889.401,1924.985
2000-04-07,1933.184,1939.421,1923.388,1936.51
2000-04-10,1943.712,1949.34,1932.375,1943.19
2000-04-11,1943.557,1945.334,1928.161,1937.85
2000-04-12,1939.163,1940.71,1899.574,1923.124
2000-04-13,1923.67,1949.389,1923.536,1948.794
2000-04-14,1953.42,1958.069,1937.165,1951.094
2000-04-17,1946.751,1947.087,1893.149,1910.304
2000-04-18,1909.533,1929.967,1893.353,1929.882
2000-04-19,1935.873,1949.242,1933.933,1946.192
2000-04-20,1949.353,1966.388,1949.168,1965.875
2000-04-21,1970.416,1977.65,1952.607,1959.173
2000-04-24,1963.067,1967.475,1943.987,1954.889
2000-04-25,1955.588,1959.598,1931.712,1950.826
2000-04-26,1953.183,1960.903,1943.225,1950.051
2000-04-27,1953.078,1958.409,1918.918,1922.373
2000-04-28,1920.95,1953.873,1912.708,1953.865
2000-05-08,1966.575,1971.592,1945.152,1954.492
2000-05-09,1957.021,1957.335,1915.356,1922.666
2000-05-10,1917.077,1917.306,1862.105,1864.888
2000-05-11,1862.925,1875.031,1828.765,1834.228
2000-05-12,1836.179,1852.338,1824.561,1830.485
2000-05-15,1832.659,1837.043,1803.591,1813.206
2000-05-16,1815.502,1836.014,1815.502,1834.345
2000-05-17,1837.442,1847.024,1832.549,1835.385
2000-05-18,1835.606,1870.749,1829.422,1870.745
2000-05-19,1874.234,1891.538,1866.791,1891.375
2000-05-22,1900.025,1947.735,1897.255,1941.13
2000-05-23,1951.532,1954.273,1926.994,1948.928
2000-05-24,1952.669,1979.496,1948.661,1973.139
2000-05-25,1985.011,2000.107,1978.907,2000.079
2000-05-26,2005.507,2010.661,1979.035,1998.722
2000-05-29,2005.08,2019.92,2001.607,2017.751
2000-05-30,2022.879,2027.794,1985.954,1995.356
2000-05-31,1993.203,2012.074,1986.617,2012.025
2000-06-01,2018.436,2025.078,2007.07,2021.135
2000-06-02,2024.003,2034.751,2014.955,2034.751
2000-06-05,2040.883,2049.44,2007.302,2017.361
2000-06-06,2016.823,2045.468,2009.298,2045.458
2000-06-07,2055.067,2061.142,2040.815,2055.242
2000-06-08,2057.562,2059.02,2033.112,2045.677
2000-06-09,2046.689,2050.806,2015.342,2020.076
2000-06-12,2015.402,2032.323,2002.792,2032.289
2000-06-13,2038.331,2059.079,2037.01,2059.079
2000-06-14,2065.27,2070.321,2049.674,2052.414
2000-06-15,2053.239,2063.1,2045.709,2063.056
2000-06-16,2066.715,2068.61,2038.595,2046.609
2000-06-19,2044.196,2046.734,2029.249,2034.282
2000-06-20,2031.997,2032.099,2006.0,2013.563
2000-06-21,2012.953,2032.294,2012.797,2032.276
2000-06-22,2037.672,2040.881,2025.11,2033.178
2000-06-23,2034.71,2060.314,2033.007,2060.306
