date,open,high,low,close
2000-01-11,40.303,40.369,38.972,39.231
2000-01-12,39.231,39.3,38.161,38.389
2000-01-13,38.389,38.542,37.8,38.148
2000-01-14,38.148,38.355,37.681,37.839
2000-01-17,37.839,38.281,37.616,37.869
2000-01-18,37.869,37.951,37.477,37.827
2000-01-19,37.827,38.584,37.769,38.503
2000-01-20,38.503,39.011,38.49,38.73
2000-01-21,38.73,38.819,38.398,38.59
2000-01-24,38.59,38.711,37.802,38.119
2000-01-25,38.119,38.447,38.013,38.162
2000-01-26,38.162,38.703,38.149,38.618
2000-01-27,38.618,40.361,38.563,39.812
2000-01-28,39.812,41.14,39.768,40.717
2000-02-14,40.717,43.074,40.683,43.047
2000-02-15,43.047,44.066,41.325,41.524
2000-02-16,41.524,42.105,40.539,40.927
2000-02-17,40.927,41.486,39.074,39.32
2000-02-18,39.32,40.116,38.97,40.092
2000-02-21,40.092,40.32,38.988,39.451
2000-02-22,39.451,39.451,37.926,38.246
2000-02-23,38.246,38.354,37.211,37.674
2000-02-24,37.674,38.161,37.605,38.134
2000-02-25,38.134,38.158,37.535,37.656
2000-02-28,37.656,37.832,37.286,37.832
2000-02-29,37.832,38.218,37.625,38.218
2000-03-01,38.218,38.597,37.893,38.108
2000-03-02,38.108,38.114,37.533,37.847
2000-03-03,37.847,37.934,37.306,37.349
2000-03-06,37.349,37.602,36.243,36.413
2000-03-07,36.413,36.516,36.126,36.516
2000-03-08,36.516,36.951,36.516,36.951
2000-03-09,36.951,36.958,36.407,36.901
2000-03-10,36.901,36.901,36.602,36.852
2000-03-13,36.852,37.107,36.549,37.107
2000-03-14,37.107,37.107,36.165,36.7
2000-03-15,36.7,36.708,36.365,36.614
2000-03-16,36.614,36.666,35.469,35.693
2000-03-17,35.693,37.552,35.693,37.514
2000-03-20,37.514,37.514,36.803,37.101
2000-03-21,37.101,37.173,36.634,36.951
2000-03-22,36.951,37.389,36.606,37.203
2000-03-23,37.203,40.385,37.043,40.036
2000-03-24,40.036,41.058,39.451,39.683
2000-03-27,39.683,41.892,39.683,41.832
2000-03-28,41.832,42.282,41.528,41.864
2000-03-29,41.864,42.066,40.474,41.286
2000-03-30,41.286,41.726,41.071,41.726
2000-03-31,41.726,41.853,40.854,41.853
2000-04-03,41.853,43.148,41.699,42.477
2000-04-04,42.477,42.492,41.343,41.636
2000-04-05,41.636,42.144,41.002,41.495
2000-04-06,41.495,42.343,41.488,42.343
2000-04-07,42.343,42.607,41.896,42.371
2000-04-10,42.371,42.492,42.08,42.184
2000-04-11,42.184,42.472,41.96,42.455
2000-04-12,42.455,42.543,41.603,42.112
2000-04-13,42.112,43.003,42.071,42.957
2000-04-14,42.957,42.972,42.659,42.877
2000-04-17,42.877,42.877,40.6,41.176
2000-04-18,41.176,41.724,41.158,41.716
2000-04-19,41.716,41.895,41.534,41.74
2000-04-20,41.74,41.82,41.596,41.768
2000-04-21,41.776,42.56,41.764,42.486
2000-04-24,42.486,43.916,41.454,43.46
2000-04-25,43.46,43.671,42.843,43.044
2000-04-26,43.044,43.45,42.93,43.14
2000-04-27,43.14,43.207,42.605,42.719
2000-04-28,42.719,43.097,42.355,43.097
2000-05-08,43.097,43.261,42.186,42.295
2000-05-09,42.295,42.406,41.243,41.33
2000-05-10,41.33,41.374,40.775,41.109
2000-05-11,41.109,41.109,40.753,40.955
2000-05-12,40.955,41.174,40.743,41.105
2000-05-15,41.105,41.381,41.05,41.381
2000-05-16,41.381,42.098,41.327,42.098
2000-05-17,42.098,42.098,41.641,41.769
2000-05-18,41.769,42.266,41.76,42.266
2000-05-19,42.266,42.453,42.21,42.425
2000-05-22,42.425,44.147,42.315,43.962
2000-05-23,43.962,44.434,43.812,44.163
2000-05-24,44.163,46.994,44.127,46.698
2000-05-25,46.698,47.919,46.254,46.964
2000-05-26,46.922,47.748,46.3,47.503
2000-05-29,47.503,51.699,47.466,51.69
2000-05-30,51.69,53.537,50.003,50.502
2000-05-31,50.502,55.201,50.359,55.145
2000-06-01,55.145,57.337,54.996,56.468
2000-06-02,56.468,57.005,55.251,56.66
2000-06-05,56.66,58.007,53.519,53.811
2000-06-06,53.811,55.238,53.238,54.566
2000-06-07,54.176,56.584,54.176,55.663
2000-06-08,55.663,55.813,52.331,52.923
2000-06-09,52.923,53.46,50.203,51.274
2000-06-12,51.274,52.429,50.811,52.429
2000-06-13,52.429,55.924,52.375,55.869
2000-06-14,55.845,56.823,55.218,55.358
2000-06-15,55.358,55.571,54.711,55.571
2000-06-16,55.571,56.694,55.218,55.563
2000-06-19,55.563,55.602,54.571,54.823
2000-06-20,54.823,54.823,52.377,53.199
2000-06-21,53.199,54.442,52.912,54.203
2000-06-22,54.203,54.543,53.674,53.987
2000-06-23,53.917,55.335,53.561,55.284
2000-06-26,55.284,56.695,55.178,56.433
2000-06-27,56.374,57.005,55.994,56.537
2000-06-28,56.537,57.049,56.115,56.272
2000-06-29,56.272,56.323,55.182,55.87
2000-06-30,55.751,56.293,55.591,56.017
2000-07-03,56.017,56.017,54.51,54.821
2000-07-04,54.821,55.062,54.392,55.062
2000-07-05,55.062,56.333,55.062,55.543
2000-07-06,55.419,55.51,53.941,54.372
2000-07-07,54.372,55.343,54.309,54.856
2000-07-10,54.856,55.376,54.817,55.105
2000-07-11,55.044,55.217,54.571,54.844
2000-07-12,54.844,55.451,54.73,55.451
2000-07-13,55.451,57.24,55.314,57.24
2000-07-14,57.195,57.858,56.807,57.347
2000-07-17,57.347,58.474,57.347,58.308
2000-07-18,58.308,58.84,58.049,58.402
2000-07-19,58.402,58.548,57.431,57.806
2000-07-20,57.806,58.107,56.843,57.515
2000-07-21,57.515,58.457,57.515,58.253
2000-07-24,58.253,58.296,57.814,58.213
2000-07-25,58.213,60.025,58.213,59.397
2000-07-26,59.397,60.899,59.107,60.87
2000-07-27,60.87,62.013,60.814,61.073
2000-07-28,61.039,61.199,60.257,60.922
2000-07-31,60.882,61.919,60.866,61.775
2000-08-01,61.775,62.251,61.052,61.549
2000-08-02,61.549,62.612,61.442,62.612
2000-08-03,62.612,64.117,62.49,64.117
2000-08-04,64.117,64.844,63.078,64.301
2000-08-07,64.301,67.627,64.234,67.627
2000-08-08,67.627,69.359,67.172,69.337
2000-08-09,69.315,70.927,68.547,68.817
2000-08-10,68.792,69.007,67.706,68.209
2000-08-11,68.209,70.566,68.028,70.025
2000-08-14,70.025,74.025,70.025,74.025
2000-08-15,74.025,75.732,72.191,73.494
2000-08-16,73.494,74.79,72.861,74.612
2000-08-17,74.612,76.717,74.612,76.717
2000-08-18,76.717,78.228,76.421,78.228
2000-08-21,78.228,83.099,78.219,83.066
2000-08-22,83.066,85.642,78.544,79.401
2000-08-23,79.401,79.401,71.7,72.047
2000-08-24,72.045,75.834,70.956,73.715
2000-08-25,73.715,75.642,71.469,72.768
2000-08-28,72.742,73.059,68.325,69.566
2000-08-29,69.566,71.752,69.358,71.345
2000-08-30,71.345,71.801,70.356,70.818
2000-08-31,70.818,70.936,65.979,66.18
2000-09-01,66.18,66.18,63.277,64.475
2000-09-04,64.475,68.586,64.368,68.586
2000-09-05,68.586,69.388,66.281,66.645
2000-09-06,66.645,68.176,65.902,67.513
2000-09-07,67.513,69.417,67.367,69.089
2000-09-08,69.089,70.104,68.756,69.971
2000-09-11,69.971,70.609,69.549,70.299
2000-09-12,70.299,70.607,68.609,69.54
2000-09-13,69.54,69.746,68.86,69.082
2000-09-14,69.082,69.36,68.288,68.529
2000-09-15,68.529,68.564,67.866,68.504
2000-09-18,68.504,68.713,65.014,65.053
2000-09-19,65.053,65.053,62.776,63.261
2000-09-20,63.261,64.1,62.275,63.786
2000-09-21,63.786,63.851,61.793,61.943
2000-09-22,61.943,62.225,58.969,59.376
2000-09-25,59.376,59.992,58.73,59.361
2000-09-26,59.361,61.086,59.361,60.038
2000-09-27,60.038,62.958,60.038,62.958
2000-09-28,62.958,63.14,61.365,62.008
2000-09-29,62.008,62.281,61.59,62.128
2000-10-09,62.128,62.422,61.169,61.689
2000-10-10,61.689,62.783,61.659,62.783
2000-10-11,62.783,63.344,62.246,62.455
2000-10-12,62.455,62.68,61.215,61.428
2000-10-13,61.428,61.482,59.109,59.254
2000-10-16,59.254,59.609,58.148,58.342
2000-10-17,58.342,58.968,57.557,58.249
2000-10-18,58.249,59.484,58.152,59.412
2000-10-19,59.412,59.541,58.169,58.623
2000-10-20,58.623,62.434,58.599,62.397
2000-10-23,62.397,63.203,61.589,61.839
2000-10-24,61.839,61.886,61.045,61.713
2000-10-25,61.713,67.693,61.605,67.693
2000-10-26,67.693,71.314,67.693,69.184
2000-10-27,69.184,69.411,67.579,68.683
2000-10-30,68.683,71.536,67.596,71.13
2000-10-31,71.13,72.4,69.369,69.553
2000-11-01,69.553,70.278,68.853,70.155
2000-11-02,70.155,71.547,70.011,70.402
2000-11-03,70.402,73.061,70.402,73.061
2000-11-06,73.061,74.817,72.957,73.667
2000-11-07,73.667,73.879,72.27,73.184
2000-11-08,73.184,75.164,72.997,74.913
2000-11-09,74.913,75.295,73.397,74.738
2000-11-10,74.738,75.771,74.518,75.106
2000-11-13,75.106,75.367,73.102,73.289
2000-11-14,73.289,73.363,72.045,72.792
2000-11-15,72.792,75.256,72.774,74.825
2000-11-16,74.825,76.207,74.825,75.851
2000-11-17,75.851,76.326,75.316,76.306
2000-11-20,76.306,78.964,75.897,78.915
2000-11-21,78.915,79.59,78.432,78.575
2000-11-22,78.575,79.537,77.747,79.537
2000-11-23,79.537,79.893,77.396,77.662
2000-11-24,77.662,78.121,72.595,72.912
2000-11-27,72.912,73.562,72.252,72.97
2000-11-28,72.97,75.107,72.81,75.107
2000-11-29,75.107,75.188,73.504,74.094
2000-11-30,74.094,74.519,72.56,74.503
2000-12-01,74.503,75.597,73.787,74.999
2000-12-04,74.999,77.835,74.968,77.826
2000-12-05,77.826,78.279,76.999,77.545
2000-12-06,77.545,78.142,76.516,76.984
2000-12-07,76.984,77.153,76.279,77.028
2000-12-08,77.028,77.542,76.882,76.947
2000-12-11,76.947,77.074,75.573,76.032
2000-12-12,76.032,76.818,75.784,76.793
2000-12-13,76.793,77.511,76.52,77.491
2000-12-14,77.491,78.858,77.363,78.226
2000-12-15,78.226,78.673,77.758,78.133
2000-12-18,78.133,83.847,78.133,82.408
2000-12-19,82.408,83.371,81.849,82.473
2000-12-20,82.473,85.5,82.138,85.5
2000-12-21,85.5,87.429,83.678,85.34
2000-12-22,85.34,87.068,84.628,86.47
2000-12-25,86.47,89.044,86.222,88.959
2000-12-26,88.959,89.898,88.41,89.694
2000-12-27,89.694,89.825,83.25,83.427
2000-12-28,83.427,88.24,82.531,88.24
2000-12-29,88.24,89.737,87.763,89.55
2001-01-02,89.55,90.385,88.769,89.234
2001-01-03,89.234,90.229,87.011,88.526
2001-01-04,88.526,90.515,88.526,89.909
2001-01-05,89.909,90.114,88.564,89.447
2001-01-08,89.447,89.539,86.865,86.964
2001-01-09,86.964,87.592,85.143,86.344
2001-01-10,86.344,89.63,86.148,89.408
2001-01-11,89.408,89.751,88.486,88.571
2001-01-12,88.571,88.641,87.732,88.334
2001-01-15,88.334,88.557,85.67,85.913
2001-01-16,85.913,86.213,81.481,83.817
2001-01-17,83.817,84.89,83.302,83.5
2001-01-18,83.5,84.653,83.381,84.623
2001-01-19,84.623,85.856,84.44,85.565
2001-02-05,85.565,85.684,82.565,82.988
2001-02-06,82.988,83.088,80.75,83.024
2001-02-07,83.024,83.375,81.942,82.538
2001-02-08,82.538,82.556,78.495,79.001
2001-02-09,79.001,80.573,78.979,79.238
2001-02-12,79.238,79.292,77.617,78.597
2001-02-13,78.597,79.992,78.507,78.864
2001-02-14,78.864,79.809,78.768,79.8
2001-02-15,79.8,80.758,79.218,79.552
2001-02-16,79.552,80.353,78.21,80.331
2001-02-19,80.331,83.211,80.327,83.201
2001-02-20,83.201,83.201,83.201,83.201
2001-02-21,83.201,83.201,83.201,83.201
2001-02-22,83.201,83.201,83.201,83.201
2001-02-23,83.201,83.201,83.201,83.201
2001-02-26,83.201,83.201,83.201,83.201
2001-02-27,83.201,83.201,83.201,83.201
