date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,4.869,5.004,5.031,4.739,5.4629,4777554,,,,4.869,,,,,,,,,,0.0,0.0,0.0,48.17351598173515,49.39117199391171,45.73820395738204
2010-12-21,4.883,4.863,5.111,4.851,4.8877,4274468,,,,4.8759999999999994,4.8957989898732235,4.856201010126775,100.0,100.0,16.48351648351651,0.0,100.0,100.0,100.0,0.00031410256410246973,0.00017450142450137207,0.0002792022792021953,45.0189031276084,47.933749038477266,39.18921130587067
2010-12-23,5.032,4.882,5.102,4.799,3.8445,3362153,,,,4.928,5.10867650649711,4.74732349350289,100.0,100.0,9.382187831756802,7.036640873817543,14.285714285714693,50.000000000000234,70.83333333333347,0.005020710096213854,0.0021606525194655035,0.005720115153496701,56.26708237181063,50.71152681625505,67.37819348292179
2010-12-24,4.783,4.991,5.078,4.707,3.8595,3375259,,,,4.89175,5.098601798799688,4.684898201200312,34.96807893209525,37.33440525708699,5.852922971625966,13.350898257762195,39.044183949504074,45.07490838096985,59.25385789603239,-0.0019517275499003617,0.0007675698401410235,-0.005438594780082771,43.782015310580064,48.40168964769671,34.54266663634678
2010-12-27,4.679,4.784,5.061,4.5,4.1371,3618079,,,,4.849200000000001,5.110544217460422,4.587855782539579,26.372231462838158,29.042033839651026,3.5490285492496763,22.202529564091556,72.43639756764065,55.64359170419968,57.8593519232862,-0.009837756445729262,-0.002387274961700446,-0.014900962968057633,38.95342210012486,45.252267131839425,26.355732036695727
2010-12-28,4.791,4.597,4.864,4.568,3.2586,2849818,,,,4.8395,5.078034693493421,4.60096530650658,44.12296203776297,43.7261921034281,2.878454697371628,18.007456020832297,72.43639756764067,61.53739770889517,59.150243303383725,-0.00960422659091087,-0.004343470107964872,-0.010521512965891995,41.84456181470411,44.116365359460985,37.30095472519035
2010-12-29,5.262,4.828,5.262,4.828,5.0485,4415088,,,,4.899857142857143,5.286404989954029,4.513309295760257,74.79190319707183,71.13243476906487,23.96613030826859,13.416677686556595,28.220064750546108,50.56028614630259,56.32009726051023,0.012048061535878674,-0.00019521073518089776,0.024486544542119144,61.2297078764694,49.820812865130456,84.04749789914727
2010-12-30,5.288,5.199,5.335,5.134,4.138,3618821,,,,4.948375,5.399375079189097,4.497374920810904,75.6762637815707,71.95494349902121,25.107278575640095,11.784649520187239,36.11258544375108,45.99973746098916,53.06238142844324,0.02760942363782437,0.006486765770917544,0.042245315733813654,72.27689107932292,57.30617226986128,102.21832869824621
2010-12-31,5.363,5.271,5.384,5.21,3.1107,2720451,,,,4.9944444444444445,5.498807519134802,4.490081369754087,78.3102474558221,74.26260168289632,25.072383620169607,10.45946563641726,41.12625233273896,44.50610399495658,50.44003992477611,0.04168630812514085,0.014618034680573225,0.054136546889135245,80.72607218259537,65.11280557410598,111.95260539957417
2011-01-04,5.691,5.366,5.83,5.355,3.6126,3159332,,,,5.064100000000001,5.712323178302728,4.415876821697274,86.16988376541832,81.51804808686575,41.95107925354144,8.072246170265885,67.72607138019615,51.47781290227689,50.75162740424938,0.0679606486801001,0.02656987675096034,0.08278154385827952,83.66700551521396,71.29753888780863,108.40593877002462
