date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,127.139,132.678,133.116,124.962,0.7264,6855725,,,,127.139,,,,,,,,,,0.0,0.0,0.0,42.23285095249771,47.41095031749923,31.87665222249467
2010-12-21,124.962,127.12,127.287,124.324,0.6289,5935942,,,,126.0505,129.1292429252862,122.97175707471378,0.0,0.0,0.0,11.53512366809707,100.0,100.0,100.0,-0.048842948717933155,-0.027134971509962864,-0.04341595441594058,30.574099603757965,41.79866674625214,8.124965318769625
2010-12-22,122.997,125.007,125.277,122.385,0.4678,4415122,,,,125.03266666666667,129.17647473815518,120.88885859517816,0.0,0.0,0.0,32.53133122695297,100.0,100.0,100.0,-0.12317014376984048,-0.0664936486656504,-0.11335299020838016,22.28376745552924,35.29370031601117,-3.73609826543462
2010-12-23,122.843,122.933,124.124,122.385,0.3469,3274389,,,,124.48525000000001,128.51539520003107,120.45510479996895,0.0,0.0,0.0,26.419822864226145,100.0,100.0,100.0,-0.1595171329962426,-0.09800566910284286,-0.12302292778679946,16.278514494783597,28.95530504226864,-9.075066600186489
2010-12-24,121.561,122.843,122.971,120.453,0.3116,2940852,,,,123.90040000000002,128.26188405935412,119.53891594064591,0.0,0.0,0.0,39.60688399964923,100.0,100.0,100.0,-0.22692303652358703,-0.13635567131034648,-0.1811347304264811,13.768976758927312,23.8931956144882,-6.479460952194458
2010-12-27,117.87,121.741,122.379,117.432,0.4794,4524640,,,,122.89533333333334,129.1772001471608,116.61346651950589,0.0,0.0,0.0,47.63357827218033,100.0,100.0,100.0,-0.421007048336989,-0.2135120207949729,-0.4149900550840322,10.110202817606735,19.298864682194377,-8.267120911568547
2010-12-28,118.044,117.876,120.195,114.269,0.5105,4817644,,,,122.20228571428572,129.00917161159938,115.39539981697206,2.8752031598877323,2.3047248465115047,0.0,50.04347905229308,100.0,100.0,100.0,-0.5303408227871529,-0.2936929383558775,-0.47329576886255076,13.416706195625602,17.338145186671454,5.573828213533901
2010-12-29,119.809,117.941,119.854,117.232,0.3281,3096760,,,,121.903125,128.4283456476103,115.37790435238968,28.05472684328987,22.157451104755097,0.0,42.34161323066139,100.0,100.0,100.0,-0.5111822372211492,-0.34595970676037396,-0.33044506092155046,18.74267033370316,17.806320235682023,20.615370529745434
2010-12-30,117.187,120.131,120.131,116.073,0.4426,4177468,,,,121.37911111111111,128.24507436796333,114.5131478542589,19.187260028096517,16.66821200559187,0.0,39.618909877728115,100.0,100.0,100.0,-0.6202243853245477,-0.40931620814278474,-0.42181635436352594,17.655970279241718,17.756203583535253,17.45550367065465
2010-12-31,118.469,117.103,118.701,116.62,0.4883,4608487,,,,121.08810000000001,127.81795966173641,114.35824033826361,31.829562884412198,26.39448792466915,0.0,34.79287425938327,100.0,100.0,100.0,-0.6225174197353169,-0.4570856558528601,-0.3308635277649137,22.524986997243207,19.345798054771237,28.883364882187152
2011-01-04,119.487,120.388,121.033,117.619,0.6406,6046226,120.3229,119.28350909090909,-0.007,120.94254545454547,127.39964228600999,114.48544862308094,40.67333055648473,33.153212374462356,11.71353485378847,28.851569861821165,42.24822080007574,82.90861490546797,94.94187973952542,-0.5612095754957664,-0.4798673745133072,-0.1626844019649185,30.817287843123353,23.16962798422194,46.11260756092618
2011-01-05,116.64,119.1,119.422,116.266,0.6166,5819802,119.49070000000002,118.61389090909091,-0.024,120.58400000000002,127.2228522556785,113.94514774432153,28.336405228875833,25.89801632129094,9.857889103638769,30.880283646175737,51.60367567696734,73.73788445125452,88.7302041977915,-0.6650150357249913,-0.5196293273484784,-0.29077141675302576,28.564476353389512,24.96791077394446,35.75760751227962
2011-01-06,116.098,116.723,118.263,114.939,0.3982,3758456,118.80079999999998,117.99703636363634,-0.023,120.2389230769231,127.06487035973245,113.41297579411375,26.50012804675447,24.772148040259736,8.30364121751278,32.302344684343204,59.10139338775052,69.48094347591338,83.13166515202853,-0.7637948673732069,-0.5713032386710138,-0.3849832574043861,26.049036484118226,25.328286010669046,27.490537431016577
2011-01-07,115.764,116.06,117.032,114.978,0.3235,3053380,118.09289999999999,117.44489090909089,-0.02,119.91928571428572,126.90003402896998,112.93853739960146,25.288298549613714,24.068735511500492,7.34930468234567,28.589839905257424,59.10139338775051,66.47751762112232,78.312622239863,-0.8471701473810782,-0.629014801801804,-0.43631069115854837,23.510701675807503,24.722424565715198,21.087255895992122
2011-01-10,112.279,115.699,116.272,112.169,0.4109,3878483,117.16469999999997,116.38781818181816,-0.042,119.40993333333334,127.20842441326731,111.61144225339937,16.080839094960538,18.18958989829109,6.046477219768801,36.43138831214465,71.5311626699976,67.93452824511336,75.32052583006606,-1.1060440725261884,-0.7278998647971363,-0.7562884154581042,16.087459360285624,21.844102830572005,4.574172419712866
