date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,10.06,9.979,10.092,9.728,0.6412,5145228,,,,10.06,,,,,,,,,,0.0,0.0,0.0,63.73626373626373,54.57875457875457,82.05128205128204
2010-12-21,9.951,10.133,10.133,9.91,0.5179,4155934,,,,10.005500000000001,10.15964927829867,9.851350721701333,0.0,0.0,9.849455477257875,0.0,100.0,100.0,100.0,-0.002445512820512974,-0.0013586182336183187,-0.0021737891737893104,60.844751955863146,56.667420371124095,69.19941512534123
2010-12-22,9.91,9.898,9.999,9.841,0.3312,2657932,,,,9.973666666666668,10.128719345886775,9.818613987446561,0.0,0.0,7.170691796614061,13.924326471849716,32.01530612245107,60.34226190476312,76.86631944444515,-0.004387476282131431,-0.002599953499402381,-0.0035750455654580994,55.54259183888824,56.29247752704548,54.04282046257376
2010-12-23,9.565,9.869,9.93,9.48,0.6194,4970203,,,,9.871500000000001,10.299327067867383,9.44367293213262,0.0,0.0,3.3324575609000435,45.53573125501901,86.36144436024409,72.03895860493347,74.69622145237109,-0.017619287025899766,-0.007687803610004475,-0.019862966831790584,41.367343002342,51.31743268547765,21.467163636070694
2010-12-24,9.278,9.525,9.606,9.241,0.7168,5752020,,,,9.7528,10.400156779527336,9.105443220472665,0.0,0.0,2.2783739637282006,51.53487802666209,91.53229407457086,79.56847894962449,76.57818577844982,-0.03585871523342732,-0.016068012922065052,-0.03958140462272453,28.96088935582145,43.86525157559225,-0.8478350837201418
2010-12-27,9.047,9.367,9.525,8.99,0.3729,2992090,,,,9.635166666666668,10.452087144232673,8.818246189100664,0.0,0.0,1.4927541051452047,49.96313835490725,94.19792745289922,84.70300692161143,79.42977115554835,-0.056026755766843905,-0.026899053896124715,-0.05825540374143838,20.96955178402096,36.23335164506848,-9.558047938074083
2010-12-28,8.966,9.059,9.136,8.937,0.5833,4680317,,,,9.53957142857143,10.440686927748501,8.638455929394357,0.0,0.0,1.2926578819691412,46.683381612160844,94.61123554341204,87.96748583729016,82.2427047918699,-0.0716651117656717,-0.0382281488931554,-0.06687392574503259,14.787950910640504,29.08488473359249,-13.805916735263466
2010-12-29,9.059,9.075,9.087,8.953,0.4188,3360505,,,,9.4795,10.380323115663828,8.578676884336172,13.166038673976288,10.139384229111812,1.1606766562919408,41.91697743834824,94.61123554341204,90.06464611293558,84.7117720118245,-0.0765757675882135,-0.047443802792707254,-0.05826392959101248,13.258856905867356,23.809542124350777,-7.842513531099485
2010-12-30,9.278,9.071,9.314,9.051,0.8624,6920515,,,,9.45711111111111,10.310394442979515,8.603827779242707,36.7120981532809,28.70876583268013,15.474453454743639,34.76356166783302,38.39544250708458,74.22898648988885,81.49899124800453,-0.06794578426565145,-0.052179862223811935,-0.03153184408367904,18.34313983245118,21.98740802705091,11.054603443251715
2010-12-31,9.428,9.282,9.557,9.201,0.4864,3902778,,,,9.4542,10.258893896252896,8.649506103747104,48.24653607915539,38.24421970196601,26.624506460465497,27.712182529382524,2.001734167350982,52.54302242223894,72.80506922677874,-0.05310896999297299,-0.05238803629873599,-0.0014418673884739885,25.913263790196034,23.29602661476595,31.14773814105621
2011-01-04,9.322,9.513,9.557,9.245,0.7618,6113324,9.380400000000002,9.27850909090909,-0.006,9.442181818181819,10.209732633793044,8.674631002570594,41.78814057097951,34.66939562501835,22.00564026624659,22.90462437828391,2.00173416735099,37.58555041522636,62.382007510038655,-0.04729005345000381,-0.0512726267809815,0.007965146661955386,29.35962720978541,25.31722681310577,37.444428003144694
