date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,5.08,5.273,5.298,4.972,1.235,13667943,,,,5.08,,,,,,,,,,0.0,0.0,0.0,44.37627811860938,48.12542603953645,36.87798227675523
2010-12-21,5.222,5.118,5.252,5.043,1.2054,13340017,,,,5.151,5.351818325856979,4.95018167414302,100.0,100.0,0.0,0.0,,,,0.003185897435897367,0.0017699430199429815,0.0028319088319087708,55.146557600545336,50.46580322653941,64.50806634855718
2010-12-22,5.068,5.21,5.247,5.039,1.2586,13929428,,,,5.123333333333333,5.294649804617718,4.952016862048948,43.451652386780836,45.80645161290316,0.0,0.7329253281802167,100.0,100.0,100.0,-0.0007160650931012924,0.000751087235908443,-0.002934304658019471,46.58032265394222,49.17064303567367,41.3996818904793
2010-12-23,5.035,5.068,5.168,5.01,1.134,12550507,,,,5.10125,5.266685788147547,4.9358142118524535,37.93545629407996,40.65590838105157,0.0,5.216823315348261,100.0,100.0,100.0,-0.003664657637520108,-0.0007447612984508221,-0.005839792678138571,37.4952662273725,45.27885076623994,21.92809714963761
2010-12-24,5.06,5.01,5.093,4.964,1.1112,12298042,,,,5.093,5.240945936071256,4.945054063928744,44.357156543399014,45.701678075586145,0.0,11.161310849913306,100.0,100.0,100.0,-0.004194920918685341,-0.0017711057832897434,-0.004847630270791195,34.57768247493489,41.71179466913826,20.309458086528153
2010-12-27,4.884,5.085,5.185,4.868,0.7576,16448773,,,,5.058166666666667,5.274108942904245,4.842224390429088,23.66853015871716,27.647769027621337,0.0,17.96072052190981,100.0,100.0,100.0,-0.011960693546904544,-0.0045330505973496145,-0.014855285899109859,24.29209839414264,35.90522924413972,1.0658366941484871
2010-12-28,4.634,4.851,4.984,4.592,1.0112,21955874,,,,4.997571428571429,5.373961044338313,4.6211818128045445,13.185684049366273,17.149668385346146,0.0,35.922474642307414,100.0,100.0,100.0,-0.028060361686141455,-0.010487185382376946,-0.03514635260752902,18.17773509562298,29.99606452796747,-5.45892376906599
2010-12-29,4.63,4.667,4.671,4.563,0.5346,11608443,,,,4.951625000000001,5.386349132558307,4.516900867441695,13.07450209359203,17.036754836700283,0.0,34.62621265743416,100.0,100.0,100.0,-0.03859474932833251,-0.017241961561447226,-0.04270557553377057,15.157038816583128,25.049722624172688,-4.628328798595987
2010-12-30,4.596,4.642,4.659,4.55,0.6786,14733579,,,,4.912111111111112,5.382823809521134,4.44139841270109,12.039063120544768,16.05647935206872,0.0,31.906257756230065,100.0,100.0,100.0,-0.04698924286960171,-0.024113731120654482,-0.04575102349789446,12.154603417829048,20.75134955539147,-5.038888857295802
2010-12-31,4.717,4.651,4.721,4.613,0.8401,18240265,,,,4.8926,5.353228749042485,4.431971250957515,34.26972897122843,31.38428183058997,5.700979887471588,27.872653326905205,66.03894579374668,89.59156214304092,96.81000542667987,-0.046027800588057666,-0.02902375479133958,-0.03400809159343617,16.03279354161062,19.17849755079785,9.741385523236161
2011-01-04,4.834,4.759,4.876,4.705,0.7293,15835870,4.868,4.779963636363637,-0.007,4.887272727272728,5.325689963164832,4.448855491380623,49.17451892022233,42.46598364817114,18.68334376982984,23.514480224037882,11.448780996172015,66.12948253173546,87.59829245571777,-0.038454303174747295,-0.031087104892078568,-0.014734396565337454,24.27054720086331,20.875847434153002,31.059946734283926
2011-01-05,4.747,4.813,4.822,4.709,0.7756,16839147,4.8205,4.7579636363636375,-0.015,4.875583333333334,5.301370696682552,4.449795969984116,40.899118428406105,37.54695330831557,16.348182791927453,20.57549364265835,11.448780996172001,49.94696936710711,76.45554895688312,-0.037157624728475724,-0.03239079796516483,-0.009533653526621791,26.52157214965691,22.757755672654305,34.04920510366212
2011-01-06,4.751,4.751,4.847,4.721,0.5271,11444507,4.7888,4.745327272727273,-0.008,4.8660000000000005,5.279476319354164,4.452523680645837,41.442808155724755,37.90770247986146,16.56310275645102,17.97909260934262,4.099304742783725,36.51597142918249,64.75531541583732,-0.03547710905464818,-0.033043968619531405,-0.0048662808702335525,28.23222920213351,24.582580182480704,35.53152724143912
2011-01-07,4.843,4.717,4.934,4.688,0.9556,20748112,4.7696,4.755181818181818,0.015,4.864357142857143,5.261802529249834,4.4669117564644525,53.300027964742505,45.76775886510369,20.742339959833842,14.505376531077552,17.69465954018465,31.041898890735617,54.94995813438445,-0.028426479352280154,-0.032077986419640984,0.007303014134721661,34.20206356257721,27.78907464251287,47.02804140270589
2011-01-10,4.696,4.822,4.859,4.676,0.5096,11064561,4.733199999999999,4.741799999999999,-0.008,4.853133333333333,5.245865060500631,4.460401606166035,38.39363379938972,37.49454754871425,17.59671738051927,13.301933496789445,13.899583838735879,26.08159986035032,46.596612094416386,-0.0314697676353175,-0.03195190662434574,0.0009642779780564686,34.01489337351536,29.864347552847033,42.315985014852025
2011-01-11,4.734,4.676,4.767,4.638,0.4556,9891742,4.7181999999999995,4.741945454545455,0.003,4.8456874999999995,5.229749799633796,4.461625200366203,43.311613877059806,40.52630341356438,15.4644243810468,14.889367948918961,1.8945126390686087,19.108248407293985,38.671473399291685,-0.031078767807036556,-0.03177222116483068,0.0013869067155882486,38.648817804565795,32.792504303419946,50.36144480685749
2011-01-12,4.78,4.751,4.801,4.701,0.5604,12167749,4.732799999999999,4.753181818181818,0.01,4.841823529411764,5.215052839149168,4.46859421967436,49.202237034707565,44.10645003366826,16.770240835150133,13.304930472346621,11.522163339896668,16.926772890138412,32.4185074270985,-0.027548201579749687,-0.030907955720141222,0.0067195082807830694,45.73115631415499,37.10538830699829,62.982692328468374
2011-01-13,4.696,4.801,4.809,4.667,0.7157,15540125,4.7394,4.74649090909091,-0.009,4.833722222222222,5.202275390582631,4.465169053861812,40.076642332908065,39.38362765777088,14.57780295143255,14.525826533817407,0.17859084428451188,12.119505612768377,26.59204059516785,-0.02980235935690345,-0.03068278004311304,0.001760841372419178,39.106336815874805,37.772371143290464,41.77426816104348
