date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,55.355,57.77,58.273,54.348,1.3352,2929294,,,,55.355,,,,,,,,,,0.0,0.0,0.0,41.88535031847131,47.29511677282376,31.06581740976641
2010-12-21,55.883,55.445,56.613,54.851,0.6225,1365713,,,,55.619,56.365704760933,54.872295239067,100.0,100.0,0.0,0.0,,,,0.011846153846150287,0.006581196581194604,0.010529914529911366,40.95966029723991,45.18329794762914,32.512384996461435
2010-12-22,55.48,55.883,56.552,55.065,0.4772,1046839,,,,55.57266666666666,56.124522928145446,55.02081040518788,52.19454329774606,54.565952649379845,0.0,0.0,,,,0.0025973454198151558,0.004948470695383354,-0.004702250551136397,36.9200283085633,42.42887473460719,25.902335456475527
2010-12-23,54.298,55.355,55.833,54.097,0.4822,1057788,,,,55.254,56.60596351035571,53.90203648964429,19.45697355620429,22.238001754312876,0.0,17.82694701163082,100.0,100.0,100.0,-0.0443485081044912,-0.011751047868259784,-0.06519492047246284,26.21775833597707,37.02516926839715,4.602936471136914
2010-12-24,52.839,53.422,54.097,52.554,0.4323,948409,,,,54.771,57.22795624706668,52.31404375293332,10.086283571278017,12.369705584785734,0.0,36.89744093320053,100.0,100.0,100.0,-0.12698150275939213,-0.046029503035778914,-0.16190399944722644,19.139635125424338,31.063324554072878,-4.707743731872739
2010-12-27,53.508,53.14,54.625,52.859,0.434,952200,,,,54.5605,56.987999371781584,52.13300062821841,28.922048306825744,28.28803310648796,7.153982750599182,27.970205774832145,59.26463755642689,81.68777284646713,91.76789788510908,-0.14566147709714272,-0.07303530743700727,-0.1452523393202709,18.320169409838762,26.815606172661504,1.3292958841932787
2010-12-28,54.323,53.518,54.851,51.329,0.4217,925045,,,,54.52657142857142,56.749825757145594,52.30331709999725,45.58607930551906,42.233660711467564,4.6610836783019725,33.80810086197783,75.76718230966655,79.40087807831104,86.99099721649226,-0.11821128499845912,-0.0844681421723968,-0.06748628565212464,26.585566088894037,26.738926144739015,26.278845977204078
2010-12-29,54.975,54.28,54.977,53.596,0.3804,834549,,,,54.582625,56.66523899962368,52.50001100037632,55.58298814902543,50.615109117317054,5.248622504214439,28.89076209420569,69.25180365168428,75.83883631565486,83.07690010745695,-0.06689541293312828,-0.080245084880954,0.02669934389565143,35.22563084881722,29.56782771276508,46.541237120921494
2010-12-30,54.348,54.957,54.977,53.976,0.3474,762047,,,,54.556555555555555,56.510931955103786,52.602179156007324,45.86016259007509,43.92859122564849,4.642544832102708,25.554639936148,69.25180365168427,73.66859680370956,79.97713233465679,-0.061450046513648715,-0.07590333777544032,0.02890658252358322,37.97588139537122,32.37051227363379,49.18661963884607
2010-12-31,56.361,54.298,56.386,53.986,0.5882,1290429,,,,54.737,56.904393929225705,52.5696060707743,67.65684706923514,61.66540225389317,16.74782302222027,20.086084672811836,9.0630124781515,53.275254034102225,71.54844056659661,0.046995088312513644,-0.04836695608789503,0.19072408880081734,57.060882827799816,40.60063579168913,89.98137690002119
