date,close,open,high,low,turn,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj
2010-12-20,1.433,1.486,1.486,1.399,2.5816,1354111,,,,1.433,,,,,,,,,,0.0,0.0,0.0,46.36015325670499,48.78671775223499,41.507024265644986
2010-12-21,1.453,1.437,1.455,1.429,1.2274,643811,,,,1.443,1.471284271247462,1.414715728752538,100.0,100.0,0.0,0.0,,,,0.00044871794871759185,0.000249287749287551,0.0003988603988600817,51.59642401021715,49.72328650489571,55.34269902086001
2010-12-22,1.431,1.463,1.463,1.427,1.1662,611680,,,,1.439,1.463331050121193,1.4146689498788072,43.10344827586208,45.45454545454545,9.799612048280231,0.0,100.0,100.0,100.0,-0.00011046295231875725,0.00010184893715381811,-0.00042462377894515073,46.658152405278884,48.701575138356766,42.57130693912312
2010-12-23,1.409,1.43,1.444,1.397,0.9862,517284,,,,1.4315,1.4674814767160365,1.3955185232839635,25.614754098360663,28.497409326424872,5.755744268574138,24.90466270056117,62.454873646209386,78.09867629362213,87.22422783794624,-0.0011563838422230521,-0.0003243816791662598,-0.0016640043261135847,35.59981695932451,44.334322412012675,18.130806053948177
2010-12-24,1.346,1.398,1.398,1.335,1.9721,1034371,,,,1.4144,1.496978447551404,1.3318215524485961,10.698390961999323,13.160236508532904,3.321747808432744,48.64689837793515,87.2163388804841,82.19744204367935,84.96448009556939,-0.004207291808316915,-0.0014794596566622899,-0.005455664303309251,26.16146737685654,38.276704066960626,1.9309939966483682
2010-12-27,1.286,1.33,1.365,1.286,1.5473,811558,,,,1.393,1.5212435183547302,1.2647564816452699,6.423432682425499,8.440572397754408,2.2096501272319125,53.15116252506091,92.01727712665578,85.9904639282074,85.3607779047978,-0.008527853280400954,-0.0033899662118000574,-0.010275774137201793,17.44097825123769,31.331462128386313,-10.339989503059556
2010-12-28,1.285,1.282,1.305,1.278,0.878,460498,,,,1.3775714285714287,1.5202966057143428,1.2348462514285146,6.372505036827974,8.385891711291336,1.9388181812508911,50.073139503716135,92.54472137736408,88.29082529868325,86.38914273343673,-0.01119708382373541,-0.0053657394044352566,-0.011662688838600306,12.749113705953315,25.137345987575312,-12.027350857290678
2010-12-29,1.305,1.285,1.309,1.282,0.8222,431241,,,,1.3685,1.5102522990491312,1.226747700950869,21.34007195477129,19.73145370179597,3.4263418886259807,43.750854047725944,85.47458440197018,87.36295419480462,86.7099858533146,-0.011855654446632169,-0.006925388031954593,-0.009860532829355152,12.826332214225271,21.03367472979196,-3.588352816908113
2010-12-30,1.314,1.304,1.323,1.295,0.8189,429543,,,,1.3624444444444446,1.4999293931156032,1.224959495773286,27.590862398257173,24.33167624881085,9.052658039388364,38.00152601600224,61.52240987227883,79.20615036393164,84.34133164456081,-0.011684790618758045,-0.008024833641024178,-0.0073199139554677335,14.320118912047622,18.79582279054385,5.368711155055173
2010-12-31,1.337,1.314,1.34,1.311,0.8852,464294,,,,1.3599,1.4905171674951057,1.2292828325048946,41.77905873930948,34.756000415496885,15.193875601071591,32.86876570678238,36.77469574029116,66.20169072765745,78.781865672613,-0.01020886905003926,-0.008514184355725058,-0.0033893693886284035,20.177376571995698,19.256340717694464,22.01944828059817
2011-01-04,1.346,1.337,1.351,1.328,1.0207,535397,1.3512,1.3310181818181817,-0.004,1.3586363636363636,1.4828338603173281,1.2344388669553992,46.68455317550929,38.37976817740751,18.28865889170481,29.0513438893224,22.73486346716276,53.15093739294009,71.086274717396,-0.008519693556258812,-0.008515389737322623,-8.6076378723772e-06,25.703836633582725,21.40550602299055,34.30049785476707
2011-01-05,1.337,1.341,1.358,1.328,0.8617,451963,1.3396,1.3284363636363636,-0.002,1.3568333333333333,1.4759080488643306,1.237758617802336,42.39780309514118,36.18715137056011,18.81575345413658,25.00932485027127,14.132482212842392,41.60359716350413,62.36100594347496,-0.007659744619532782,-0.008331633050392043,0.0013437768617185208,28.983280647288076,23.931430897756393,39.08698014635145
2011-01-06,1.341,1.332,1.354,1.331,0.7873,412967,1.3306,1.3286909090909091,0.008,1.3556153846153847,1.4699585478319015,1.2412722213988678,45.08703691823229,37.90707264837874,16.607807937749648,22.074591101467767,14.132482212842397,33.55597922531405,53.922620747116824,-0.006694420861587558,-0.007985142069511248,0.0025814424158473806,36.822187098192046,28.22834963123494,54.009862032106255
2011-01-07,1.323,1.335,1.35,1.314,0.9641,505709,1.3219999999999998,1.327309090909091,0.001,1.3532857142857144,1.4645177754397336,1.2420536531316952,36.00896004247211,33.477565739306314,14.017676942494326,26.03089438929242,29.996619223375752,32.520759419385094,47.69800994120012,-0.006928127692501285,-0.0077640138731856915,0.0016717723613688135,41.789504042472835,32.7487344349809,59.871043257456705
2011-01-10,1.259,1.313,1.332,1.259,1.1332,594377,1.3133,1.3158545454545456,-0.041,1.3470000000000002,1.4647260743056891,1.2292739256943113,19.369292727389066,23.03645315562126,10.650524048641898,40.764147930409464,58.57009822806456,40.05839419292157,45.487411286715485,-0.010813844745572787,-0.008396223962690562,-0.00483524156576445,27.859669361648557,31.119046077203453,21.340915930538763
2011-01-11,1.238,1.259,1.259,1.228,0.8793,461207,1.3085,1.3021636363636362,-0.054,1.3401875,1.466305368149865,1.2140696318501352,16.387558782945746,20.722939113864825,9.284418397322508,47.43313967227022,67.26086695788109,47.901108003262046,46.183301426424315,-0.014900027655577075,-0.009734658278042096,-0.010330738755069957,21.137215471868267,27.79176920875839,7.828107998088022
2011-01-12,1.248,1.236,1.25,1.224,0.6073,318537,1.3047999999999997,1.2911636363636363,-0.044,1.334764705882353,1.464808024456905,1.204721387307801,23.14796009881786,24.653795463082943,8.203608169125474,43.476549400620804,68.25238716405195,53.75337789446869,48.36017346665574,-0.01721255809438782,-0.011264691527164297,-0.011895733134447046,20.061626234976853,25.21505488416454,9.754768936601472
2011-01-13,1.27,1.285,1.309,1.27,2.5108,1316958,1.3013,1.2848363636363636,-0.024,1.3311666666666668,1.4609687784957668,1.2013645548375669,36.66673607121866,32.666548392361534,28.04319601776866,34.99347177677009,11.02576643431583,41.489178242816216,46.387976698547014,-0.017385180481866325,-0.012511245233331064,-0.009747870497070522,24.817203559636308,25.08243777598846,24.286735126932
