real,prediction
2772.5454,2781.360677729609
2829.2712,2768.9289300279233
2859.5424,2833.935528729288
2905.5618,2869.503238895392
2903.6467,2921.3047032146383
2882.2254,2917.711268236375
2873.5938,2892.4907930965983
2869.0495,2868.6936865790026
2876.4009,2868.1578981677103
2824.5337,2876.5927695084365
