date,open,high,low,volume,ma,ema,bias,boll,boll_ub,boll_lb,rsi_6,rsi_12,pdi,mdi,dx,adx,adxr,macd,macds,macdh,kdjk,kdjd,kdjj,close
2000-01-11,1547.678,1547.708,1468.757,21924568,1483.0242,1497.7820666666667,-0.002,1470.2486666666666,1582.0794403895854,1358.4178929437478,58.822154645168766,63.67388968527254,40.76840519205749,15.44251309709424,45.05511182842737,80.71587830727293,93.23181169650084,5.444542838272355,3.98784311297114,2.91339945060243,80.40956941325364,78.22192385843059,84.78486052289975,1479.781
2000-01-12,1473.761,1489.28,1434.996,15221934,1488.6918,1482.7806666666668,-0.034,1465.6445714285715,1570.598388394938,1360.690754462205,44.70239658367713,50.80442263340996,32.42058576439521,24.987617401967196,12.947571866843008,58.38815294178431,81.75181928901789,2.537373553184125,3.620767962395799,-2.166788818423348,67.33443520311761,74.59276097332625,52.81778366270032,1438.02
2000-01-13,1437.453,1444.066,1418.814,8611943,1480.7918,1461.364066666667,-0.038,1460.4942500000002,1561.9364248006507,1359.0520751993497,40.87430057251091,47.405937336389854,28.87721435372236,28.516232641708918,0.628959804491576,40.155936082493675,68.62169883750111,-0.09853737608477786,2.726948948006524,-5.650972648182604,56.1907913347354,68.45877109379596,31.65483181661429,1424.442
2000-01-14,1426.224,1433.474,1401.706,7447013,1459.2406,1437.3828,-0.035,1454.755777777778,1555.6997362833654,1353.8118192721904,36.55954882216594,43.74009421314305,25.047075934516723,31.357112239137468,11.18717689047087,31.277544734210313,57.17640314838099,-2.696031944184142,1.4742134583635427,-8.340490805095369,45.97447438587887,60.96400552449026,15.995412108656097,1408.848
2000-01-17,1408.988,1433.383,1402.663,7647977,1436.8842,1428.7459333333334,-0.002,1452.6132000000002,1548.7439514114676,1356.4824485885329,47.08326504938929,50.31974546033628,21.790497134075927,27.280113102472054,11.187176890470866,25.24548645765238,47.58926408748957,-3.238348935017939,0.41832591837458494,-7.313349706785048,38.461009499545945,53.463006849508815,8.457014799620197,1433.33
2000-01-18,1436.888,1443.592,1421.642,7767131,1426.2525999999998,1425.3255333333334,0.0,1450.2504545454547,1542.7850001913425,1357.7159088995668,44.648418452695175,48.62035954776893,23.5854802769137,24.401096232660866,1.699675232269236,18.277207166670703,38.91448973963337,-3.9421398726224197,-0.5357190812727703,-6.812841582699299,31.601813686686565,46.1759424619014,2.4535561362568927,1426.623
2000-01-19,1425.874,1443.672,1425.143,8004793,1426.7934,1430.1493333333335,0.01,1449.4565833333334,1537.85608128114,1361.0570853855268,51.03662865546627,52.31400017245226,21.30723810986835,22.009520390559015,1.6212715470935692,13.397878223881676,31.439440367782353,-3.629910612878575,-1.200221656879339,-4.859377911998473,29.97597294047849,40.775952621427095,8.37601357858128,1440.724
2000-01-20,1443.094,1466.901,1443.094,10070803,1435.2776,1443.5058666666666,0.022,1450.7955384615384,1535.9805779016317,1365.610499021445,61.038937455383525,58.366491858759424,28.496299375524398,19.300842991832646,19.238506588987565,15.096592082366191,26.686215006722588,-1.87365641155111,-1.3427438481389986,-1.061825126824223,34.85980557917354,38.803903607342576,26.971609522835465,1466.863
2000-01-21,1471.905,1476.456,1458.925,15050772,1446.525,1453.4416666666668,0.013,1451.8162142857143,1534.0149914361864,1369.6174371352422,60.037836189490534,57.82190512922167,29.876071412585638,17.3931157996093,26.408229862170913,18.369726763477402,24.279756576572133,-0.6377879301105622,-1.1952665441087382,1.114957227996352,37.709763492602825,38.43919023576266,36.25091000628315,1465.085
2000-01-24,1465.858,1477.412,1449.472,16241508,1455.3278,1463.7146666666667,0.015,1453.5180666666668,1533.8162608412263,1373.2198724921072,64.81270517623986,60.58786142733343,25.95045991470623,19.26859573033097,14.776655746256385,17.333812568037335,22.277179403817495,1.0298490114448668,-0.7340145719840755,3.5277271668578845,53.929970296368055,43.602783589297786,74.58434371050859,1477.344
2000-01-25,1483.033,1490.464,1467.438,13635983,1465.3044000000002,1470.7740666666666,0.008,1454.9548125000001,1533.377117521701,1376.5325074782993,64.1836236719781,60.29301025652662,28.751870947285763,17.004894339741313,25.67265525405255,19.731753139404418,21.545209616079934,2.2314731207980003,-0.12373931196763881,4.710424865531278,64.0446780651888,50.41674841459479,91.30053736637683,1476.506
2000-01-26,1477.295,1482.464,1469.98,10384438,1473.3830000000003,1476.0449333333333,0.005,1456.4937647058823,1533.4790147818853,1379.5085146298793,66.34078721647055,61.41999787535675,26.22962454125572,15.51314676922774,25.672655254052568,21.436983250685454,21.514145166010955,3.405536278607997,0.5983764065516985,5.6143197441125965,72.51949146901333,57.7843294327343,101.98981554157139,1481.117
2000-01-27,1490.447,1506.922,1485.234,18979974,1481.3638,1487.1729333333335,0.017,1459.2867222222221,1537.643225903059,1380.9302185413853,75.9927769039435,67.08863753483985,34.410685197374384,13.49925201135763,43.64738174235273,27.803691769372737,23.317071392360628,5.880100724836666,1.6740997797392567,8.41200189019482,81.63010490584577,65.73292125710478,113.42447220332775,1506.767
2000-01-28,1514.558,1536.346,1510.745,29388162,1495.3462000000002,1505.0506666666668,0.027,1463.2714736842106,1546.9696903315296,1379.5732570368916,82.58730411355717,72.02395400671074,43.408227201721814,11.604980179333875,57.8102032882738,36.39711159113229,27.06300089312029,9.521227002946262,3.266473751828126,12.50950650223627,87.36137974334017,72.94240741918324,116.19932439165399,1534.997
2000-02-14,1591.445,1674.132,1587.818,43569132,1534.6660000000002,1564.5829333333331,0.091,1473.80505,1598.3569871819602,1349.2531128180397,93.36001733213621,84.50234938636159,75.76287582630185,7.443884391069741,82.1075009491461,49.479112621538114,33.47833886874055,21.26982495012453,6.909141086530478,28.721367727188102,91.54895083963419,79.14458855933356,116.35767540023545,1673.943
2000-02-15,1709.224,1746.443,1663.005,52543428,1573.4988,1609.9176,0.062,1487.02,1635.2753901631272,1338.7646098368728,91.75539840211236,83.5447582162223,82.0992928290641,5.832571843320957,86.73388341063423,60.13607000438876,41.1039475792159,29.87564445163116,11.545201872969413,36.66088515732349,86.03969396800866,81.44295702889193,95.23316784624211,1670.67
2000-02-16,1674.936,1695.881,1649.699,37435548,1615.8972,1649.7876666666664,0.048,1501.19135,1670.945571616864,1331.437128383136,92.77676463019033,84.83043153100883,70.43790107155546,9.145776738351788,77.01594852100881,64.96301325580237,47.92664810631029,37.68750702751254,16.8125289174549,41.74995622011527,84.70668619129701,82.53086674969362,89.05832507450378,1693.109
2000-02-17,1734.268,1770.88,1615.629,51439068,1642.6736,1658.0382666666665,-0.001,1510.0267000000001,1689.721182661515,1330.3322173384852,68.84845368047525,70.73511658633251,68.80174791565203,6.462166692761913,82.8279814400207,70.07040433679082,54.25729599243677,39.735158732854416,21.42427784121603,36.621761783276774,76.29815602053543,80.45329650664088,67.98787504832453,1640.649
2000-02-18,1623.961,1668.164,1583.582,26785354,1669.2923999999998,1666.5107333333333,-0.001,1517.6010500000002,1710.7313061381556,1324.4707938618449,73.18908737552862,73.2696807403919,56.60489323501293,13.03667798624403,62.560643714296916,67.92382346440534,58.163719637338005,42.743074321617314,25.70826770745356,34.069613228327505,72.90732124356175,77.93797141894782,62.846020892789625,1668.091
2000-02-21,1681.361,1697.01,1652.476,31011206,1669.931,1669.1252666666667,0.004,1524.20225,1729.907550852176,1318.4969491478241,74.58951460486094,74.07695999519972,56.84002553518799,11.466594983876055,66.42610951400887,67.49577201773856,60.83085011358363,45.20823170032486,29.623050135890036,31.170363128869646,71.55336869876531,75.80977051222031,63.0405650718553,1677.136
2000-02-22,1681.299,1687.511,1627.467,24251776,1662.2558000000001,1656.5796,-0.018,1531.8279000000002,1741.8616088242843,1321.7941911757162,56.90612200886751,63.67626847493622,48.78307203563578,15.896168439973207,50.84614994522772,62.73767975774736,61.37577968204494,43.44877803237205,32.396578189374644,22.104399685994807,64.86334730243615,72.16096277562559,50.26811635605728,1632.294
2000-02-23,1618.008,1630.546,1586.634,19185730,1642.6200000000001,1634.1376666666667,-0.029,1539.6734000000001,1746.6532719015424,1332.6935280984578,46.00152394488412,56.469361865669754,42.82290892627108,23.96738050802643,28.230942818106946,52.877046838993735,58.947184796748424,38.92177047731002,33.704779684090155,10.433981586439728,54.029579130116375,66.1171682271225,29.854400936104128,1594.93
2000-02-24,1593.948,1634.323,1593.929,13932876,1641.352,1631.3673333333334,-0.004,1550.1667500000003,1753.8013987815089,1346.5321012184918,56.53521884137863,61.481678761537474,38.804916698395296,21.189740771201883,29.361240934028267,46.15748327619382,55.29256999579625,37.754058325086135,34.51620493699162,6.475706776189028,45.047578767214205,59.093971740486396,16.954792820669837,1634.309
2000-02-25,1639.919,1650.365,1618.177,17058054,1634.0490000000002,1628.1086666666667,-0.002,1561.3031500000004,1756.5868422399121,1366.0194577600887,55.631412235986424,60.95032589436571,38.842831004480786,18.949272399379534,34.42262425730022,42.80439485727528,51.72423096735267,36.206904165624564,34.854868839724524,2.7040706518000803,38.57318785372928,52.25371044490069,11.21214267138646,1631.576
2000-02-28,1639.799,1704.884,1639.696,26127946,1639.5928,1651.7106666666668,0.04,1574.8794000000005,1770.4559497711293,1379.3028502288716,70.70166467455977,68.829917748261,46.15403350253497,15.878222752804087,48.8065606143821,44.51939856852451,49.66558833685074,39.90112493622587,35.865371000108915,8.071507872233909,47.29835498733847,50.601925292379946,40.691214377255505,1704.855
2000-02-29,1728.136,1733.141,1678.35,28678748,1656.0495999999998,1676.7057333333335,0.035,1589.2771500000006,1781.263016802495,1397.2912831975061,72.20486121050229,69.71448446072252,46.92210681542983,13.723055716691004,54.74311505250707,47.440581123969714,49.0298457215121,43.035235745540376,37.30076549504918,11.468940500982399,54.84553062470329,52.01646040315439,60.50367106780108,1714.578
2000-03-01,1720.597,1721.14,1692.509,22487674,1676.6124,1690.6038666666666,0.013,1602.1281500000007,1786.5032123339345,1417.753087666067,65.24952021509986,66.16785902507688,42.18168656479605,12.336650552151685,54.74311505250707,49.527080970622585,49.17191712866642,43.74706216435311,38.59104709531311,10.312030138080004,62.00782618542956,55.34691566391278,75.3296472284631,1697.744
2000-03-02,1697.562,1721.598,1682.535,19593496,1692.3534,1702.7377333333334,0.012,1614.4357000000005,1793.5809056359808,1435.29049436402,68.54744591671934,67.78941232340455,37.24474845580289,13.516040781099795,46.74613620359652,48.73250857207078,49.046369180034645,44.92882333045577,39.85940626047015,10.138834139971237,70.09258074562408,60.26213735781654,89.75346752123914,1713.014
2000-03-03,1728.355,1750.645,1721.705,24815498,1713.6424,1717.9602666666667,0.014,1628.0825000000004,1800.7914210001977,1455.3735789998032,73.49136381551801,70.32997964887174,40.71228168219963,11.946846419144745,54.62573403740141,50.41631263161209,49.43778748885014,47.19646145537058,41.327561742721564,11.737799425298036,77.49603892694412,66.0067712141924,100.47457435244758,1738.021
2000-03-06,1756.313,1762.829,1678.744,26504710,1708.8883999999998,1707.1077999999998,-0.016,1638.2695500000004,1797.01225077671,1479.5268492232908,51.412004261603556,58.80899191398222,33.48249481466524,20.760829345715084,23.45296064698435,42.712414916501935,47.51623180011691,44.16456545809001,41.8951927442848,4.538745427610422,69.53267526975954,67.1820725660481,74.23388067718241,1681.085
2000-03-07,1661.948,1694.887,1654.444,17685018,1704.9324000000001,1702.411,-0.006,1649.1841500000003,1790.1147889118972,1508.2535110881033,55.29389878859032,60.50873901040433,29.52335079883042,24.59910408889141,9.098343229542092,33.108320648309885,43.39965412995709,42.31566501581756,41.979314497661086,0.6727010363129438,66.26216243561234,66.87543585590285,65.03561559503132,1694.798
2000-03-08,1699.462,1726.043,1690.117,19745944,1710.5901999999999,1709.4445333333333,0.009,1661.4299500000004,1781.9567324868017,1540.9031675131992,63.30681251429009,64.18145558936064,34.43898641085609,21.81546559572497,22.440038725564914,30.060223371897116,39.58836728386693,42.741570169905344,42.13180522096512,1.2195298978804487,69.02890763412047,67.59325978197539,71.90020333841065,1726.033
2000-03-09,1734.767,1741.224,1714.921,17877382,1714.4566,1716.6964666666663,0.01,1672.7089000000003,1772.778364233389,1572.6394357666115,64.83544916920067,64.90117275288644,35.13456678113589,19.61254079244338,28.35223023943529,29.572223421194085,36.72660067701083,43.0623139746142,42.3179456315457,1.4887366861370026,71.10055243090619,68.76235733161899,75.7769426294806,1732.346
2000-03-10,1731.94,1743.139,1701.793,15872365,1707.8621999999996,1713.5606,-0.002,1681.2115000000001,1758.2643792767778,1604.1586207232224,53.31152674927319,59.28232994951672,30.786030714551803,20.833827911648086,19.279794768466164,26.6315212868921,33.84228420418282,40.740714827423744,42.002447049527824,-2.523464444208159,62.96371499883913,66.82947655402569,55.23219188846602,1705.049
2000-03-13,1706.769,1729.007,1706.349,19826626,1717.4201999999998,1720.5648666666666,0.007,1683.9581000000003,1763.7862659590057,1604.1299340409948,60.639243912869844,62.383314762752974,27.721266903245173,18.75981056181064,19.27979476846616,24.531023795144495,31.181918766870368,40.27600865509112,41.657113467934025,-2.762209625685813,64.8667389408078,66.17523068295306,62.249755456517306,1728.875
2000-03-14,1690.653,1700.373,1636.893,22870444,1715.53,1709.8738,-0.018,1684.6919500000004,1764.2752477808365,1605.1086522191642,45.1158416725691,54.16238994598818,22.355199508443427,33.79090320028933,20.367760432403504,23.34151827801641,28.941801141487815,36.1143032396767,40.54843352720932,-8.868260575065236,56.069525448108934,62.80666227133834,42.59525180165011,1685.347
2000-03-15,1680.296,1695.162,1676.544,16782164,1706.6176,1698.5208,-0.015,1684.1100500000005,1763.604355314675,1604.6157446853258,43.91457852530563,53.47780177218825,20.32135646203751,30.716656715496075,20.36776043240349,22.49187231233087,27.098962452810877,32.14421355187483,38.867446529583844,-13.446465955418034,49.17879852641049,58.26404102302905,31.00831353317335,1681.471
2000-03-16,1671.097,1671.178,1596.072,19791590,1681.6538,1665.4906,-0.044,1682.4539500000005,1766.9812848237727,1597.9266151762283,27.28375753271962,42.3401893394933,16.611821601914485,46.50090028888009,47.358246945335964,29.59655595696575,27.812561116942767,22.96794054805855,35.687328905688354,-25.438776715259607,35.075624634922434,50.53456889366018,4.1577361174469445,1607.527
2000-03-17,1602.363,1661.976,1602.335,15336724,1672.3642,1657.8063333333332,-0.008,1681.9794500000007,1766.9516435507803,1597.0072564492211,44.655933346872175,50.16133614402204,14.19554641811897,39.7371043557946,47.35824694533595,34.671327452652854,29.77220966160161,19.46674392503178,32.443035273410445,-25.952582696757332,37.55620176828315,46.2084465185345,20.251712267780448,1658.601
2000-03-20,1646.31,1699.281,1641.765,18173800,1666.4388,1666.7676,0.02,1683.0850500000008,1768.366746375135,1597.8033536248665,54.93728112217622,55.41219673758669,21.866420637076057,34.10467150160876,21.86530653039402,31.012462971462963,30.12656788190112,19.65077929910126,29.88447263742865,-20.467386676654783,48.422727625078394,46.9465402207158,51.375102433803605,1699.248
2000-03-21,1704.085,1713.205,1692.684,16351103,1671.4342000000001,1681.396,0.023,1686.9865500000008,1769.5818121821403,1604.3912878178612,57.51788198847759,56.76623266873388,23.611549664205537,30.928167300158922,13.415210131607333,25.984675110377726,28.943169632862105,20.42979527251805,27.993471272665897,-15.127352000295694,58.17749861689984,50.69019301944381,73.1521098118119,1710.324
2000-03-22,1713.241,1726.59,1711.158,14658422,1679.2292000000002,1697.7332666666669,0.025,1693.2623500000004,1764.7308641193738,1621.793835880627,60.02816216209755,58.03667782854856,25.347149842665107,28.193015552912165,5.3153846074635815,20.079162417729787,26.41059566234742,21.5934605116056,26.71343343820685,-10.2399458532025,66.97487172101427,56.11841925330062,88.68777665644156,1720.446
2000-03-23,1724.188,1747.283,1711.405,16743141,1707.172,1720.4038666666665,0.023,1698.9089500000005,1768.5883976577113,1629.2295023422896,66.34542344831425,61.319176386846436,28.359773432424824,24.85538731658031,6.585315287072641,16.22377700079983,23.500075650347856,24.34602193774049,26.23994057886997,-3.7878372822589625,77.97398922832463,63.403609244975286,107.11474919502331,1747.241
2000-03-24,1761.444,1770.263,1729.483,22036720,1721.5516,1728.1795333333332,0.005,1703.8551000000007,1767.1625999793991,1640.5476000206022,59.31655427282037,58.215235264182134,31.51187231745911,21.71739407441302,18.40055087541403,16.845712453747176,21.598828838715903,24.91635547477813,25.975218835257884,-2.11772672095951,77.70672100422755,68.17131316472603,96.77753668323058,1730.499
2000-03-27,1736.696,1776.021,1736.696,19927312,1736.8848000000003,1746.3003333333334,0.022,1707.4080500000005,1778.4547419485423,1636.3613580514586,69.74902354739777,63.65894799147895,28.995118846444456,18.820372355716362,21.279184287179906,18.11241877945026,20.60271161005467,28.629400265128652,26.50606269768881,4.2466751348796805,85.11799357221489,73.82020663388897,107.71356744886671,1775.914
