test,prediction
3246.933349609375,2388.161376953125
3230.028076171875,2387.6494140625
3218.311767578125,2388.347412109375
3233.86572265625,2387.3955078125
3242.406494140625,3277.679931640625
3240.66455078125,3284.59521484375
3216.745849609375,2395.07568359375
3212.760009765625,2395.118896484375
3237.0244140625,2394.765625
3239.327880859375,2394.73876953125
3241.759765625,3284.378662109375
3268.935302734375,3286.2021484375
3237.447265625,2394.533935546875
3250.808349609375,2395.304443359375
3261.61083984375,2395.010498046875
3245.2197265625,2394.4990234375
3248.549560546875,2394.9677734375
3269.445068359375,3237.923583984375
3266.955078125,3269.695556640625
3252.94775390625,2394.474853515625
3241.314453125,3251.733642578125
3210.23681640625,2394.796875
3222.51416015625,2395.166015625
3270.305419921875,3232.556884765625
3281.004638671875,3294.5107421875
3286.615966796875,2395.10498046875
3269.392578125,3295.506103515625
3288.965576171875,3287.279541015625
3273.830078125,3258.705810546875
3275.960205078125,3301.498291015625
3246.066650390625,2394.82373046875
3222.167236328125,3280.396484375
3196.71337890625,2394.58984375
3170.686767578125,2394.937255859375
3172.100341796875,2395.053466796875
3173.151123046875,3235.005126953125
3129.53125,2395.23828125
3134.5673828125,2401.15185546875
3140.84716796875,3186.985595703125
3152.186767578125,3222.1611328125
3154.658447265625,2401.03857421875
3143.712158203125,3181.932373046875
3135.345947265625,3169.04296875
3127.36865234375,2401.385498046875
3103.037841796875,3119.520751953125
3078.613037109375,2400.884765625
3080.52685546875,3101.068115234375
3052.784912109375,3071.61279296875
3061.500244140625,2401.194091796875
3083.51318359375,2400.63134765625
3090.228759765625,3026.105712890625
3112.964111328125,2400.699951171875
3104.44140625,3079.33447265625
3090.13916015625,2988.638671875
3090.630859375,3012.412841796875
3075.675537109375,2400.815673828125
3061.947021484375,3032.755126953125
3064.075927734375,2400.759033203125
3107.8310546875,3062.2822265625
3110.058837890625,2401.05322265625
3117.177734375,2400.765869140625
3102.623291015625,3052.1513671875
3105.5400390625,3056.672607421875
3091.656005859375,3056.242919921875
3102.1259765625,2400.938232421875
3140.324951171875,3110.12158203125
3150.33349609375,3087.6357421875
3158.400390625,2400.96875
3139.87646484375,2400.8447265625
3153.742919921875,3129.824462890625
3130.674072265625,2406.63232421875
3132.486328125,2406.73681640625
3123.166259765625,3138.069091796875
