real,prediction
2772.5454,2782.0090575271124
2829.2712,2760.1610392205625
2859.5424,2822.0657679071774
2905.5618,2907.1942993394923
2903.6467,2913.86936383299
2882.2254,2908.215568505119
2873.5938,2872.5984111300004
2869.0495,2863.9642249384647
2876.4009,2881.337891652934
2824.5337,2870.277866358607
