D,G
1.4474904537200928,0.2571651041507721
1.4458011388778687,0.2578134834766388
1.4437505006790161,0.2650114893913269
1.4399772882461548,0.279651939868927
1.4338250160217285,0.30685269832611084
1.4265129566192627,0.34410741925239563
1.4185445308685303,0.39266765117645264
1.4100669622421265,0.4560699164867401
1.4021613597869873,0.5311203598976135
1.3966091871261597,0.603588879108429
1.3926632404327393,0.6723732352256775
1.3904471397399902,0.72593092918396
1.3891767263412476,0.7679503560066223
1.3883225917816162,0.8035958409309387
1.3879733085632324,0.8273794651031494
1.387576937675476,0.8538171648979187
1.3872336149215698,0.8789640665054321
1.3870398998260498,0.8952189683914185
1.3868623971939087,0.9095407128334045
1.3867340087890625,0.9208405613899231
1.3866217136383057,0.9314113855361938
1.3865526914596558,0.9382205009460449
1.3865078687667847,0.9432668685913086
1.3864686489105225,0.948351263999939
1.386439561843872,0.9524208307266235
1.3864116668701172,0.9567721486091614
1.3863946199417114,0.9595862627029419
1.3863728046417236,0.9638105630874634
1.38636314868927,0.9655877947807312
1.3863526582717896,0.9680123329162598
1.386344075202942,0.9700146317481995
1.3863394260406494,0.9714091420173645
1.3863345384597778,0.9728327393531799
1.3863292932510376,0.9747592210769653
1.386325478553772,0.9760854840278625
1.386323094367981,0.9774212837219238
1.3863210678100586,0.9783897995948792
1.3863171339035034,0.9801700115203857
1.386315107345581,0.9813832640647888
1.3863143920898438,0.9820368885993958
1.3863129615783691,0.983029305934906
1.3863117694854736,0.9837573766708374
1.3863104581832886,0.984581470489502
1.386309027671814,0.9857621788978577
1.386308193206787,0.9863048791885376
1.3863071203231812,0.9870926141738892
1.386306643486023,0.9873839616775513
1.3863052129745483,0.9883481860160828
1.3863049745559692,0.9885572791099548
1.3863036632537842,0.98924720287323
1.3863027095794678,0.9896901249885559
1.38630211353302,0.9898185133934021
1.386300802230835,0.9907132983207703
1.3863004446029663,0.9907983541488647
1.3862996101379395,0.9913175106048584
1.3862987756729126,0.9919177293777466
1.3862985372543335,0.9919961094856262
1.3862982988357544,0.9921742081642151
1.386297345161438,0.9927166104316711
1.3862972259521484,0.9927752017974854
1.3862965106964111,0.9930974841117859
1.3862963914871216,0.9934041500091553
1.386296033859253,0.9935469627380371
1.3862959146499634,0.9937044382095337
1.3862955570220947,0.9940217733383179
1.3862953186035156,0.9942446351051331
1.386295199394226,0.9941840767860413
1.386294960975647,0.9943288564682007
1.3862948417663574,0.994682788848877
1.3862947225570679,0.9948086738586426
1.3862947225570679,0.9949066638946533
1.3862946033477783,0.9950172305107117
1.3862944841384888,0.9952094554901123
1.3862947225570679,0.9952728748321533
1.3862944841384888,0.9954681992530823
1.3862944841384888,0.995652437210083
1.3862944841384888,0.995661199092865
1.3862947225570679,0.9958645105361938
1.3862947225570679,0.9960587024688721
1.3862947225570679,0.9962117671966553
1.3862946033477783,0.9963352084159851
1.3862944841384888,0.9966379404067993
1.3862944841384888,0.9966644644737244
1.3862944841384888,0.9967312812805176
1.3862944841384888,0.9968191981315613
1.3862942457199097,0.9970651268959045
1.3862944841384888,0.9970686435699463
1.3862944841384888,0.9972457885742188
1.3862944841384888,0.9973488450050354
1.3862943649291992,0.9973886013031006
1.3862942457199097,0.9974190592765808
1.3862944841384888,0.9974715113639832
1.3862942457199097,0.9975681900978088
1.3862941265106201,0.9975561499595642
1.3862942457199097,0.997701108455658
1.3862943649291992,0.9977067708969116
1.3862941265106201,0.9977117776870728
1.3862942457199097,0.9977259635925293
1.3862941265106201,0.9976277351379395
1.3862941265106201,0.9977890849113464
1.3862941265106201,0.9977467060089111
1.3862941265106201,0.9977149367332458
1.3862941265106201,0.9977103471755981
1.386293888092041,0.9976793527603149
1.386293888092041,0.9976340532302856
1.386293888092041,0.9975855350494385
1.386293888092041,0.9975772500038147
1.3862940073013306,0.9975680708885193
1.386293888092041,0.9974431991577148
1.3862937688827515,0.9973932504653931
1.3862935304641724,0.9972763061523438
1.3862934112548828,0.9971832036972046
1.386293649673462,0.9970905780792236
1.3862935304641724,0.9970007538795471
1.3862929344177246,0.9966866374015808
1.386292815208435,0.9965277314186096
1.3862929344177246,0.9961652159690857
1.3862926959991455,0.9959371089935303
1.3862924575805664,0.995862603187561
1.3862920999526978,0.995444118976593
1.3862919807434082,0.9951627850532532
1.3862918615341187,0.9949283003807068
1.3862918615341187,0.9945367574691772
1.3862906694412231,0.9940938949584961
1.3862909078598022,0.994072437286377
1.3862905502319336,0.9937095046043396
1.3862909078598022,0.9933027625083923
1.3862903118133545,0.993013322353363
1.3862892389297485,0.9928824305534363
1.3862892389297485,0.9924347400665283
1.386290192604065,0.9921886920928955
1.386290192604065,0.9919971823692322
1.3862884044647217,0.991433322429657
1.3862870931625366,0.991111159324646
1.386288046836853,0.9910063743591309
1.3862875699996948,0.990351140499115
1.3862873315811157,0.990217387676239
1.386285424232483,0.9897064566612244
1.3862844705581665,0.9891067743301392
1.3862842321395874,0.9891180396080017
1.3862837553024292,0.9886805415153503
1.3862838745117188,0.9880106449127197
1.386281967163086,0.9879238605499268
1.3862781524658203,0.987116277217865
1.386282205581665,0.9866435527801514
1.3862797021865845,0.9863734841346741
1.3862777948379517,0.9852826595306396
1.3862762451171875,0.9847109913825989
1.3862708806991577,0.9834341406822205
1.386267900466919,0.9824423789978027
