real,prediction
2903.6009999999997,2927.893333098096
2963.1474,2905.0219414311873
2994.8913,2969.0576723920535
3043.1279,3005.3269931819377
3041.1007,3052.311724591011
3018.6076,3052.9319422134413
3009.5283,3026.840032977944
3004.7916,3022.488014384824
3012.495,3016.5038730618903
2958.0507,3020.6352439909706
