real,prediction
1665.4113,1682.7361007458992，1702
1685.8742,1666.2126345100096 1684
1697.8414,1666.8704335965733 1668
1706.8872,1695.806065355296  1699
1709.7265,1671.0225687580753
1682.2787,1714.3969156285452 1704
1670.2657,1683.5272266534641 1675
1633.6811,1665.5961387890231 1661
1635.3746,1614.12166917695 1605
1615.1549,1616.7972826771731
