real,prediction
1665.4113,1702.4153470064368
1685.8742,1684.4942943992573
1697.8414,1668.6952484706371
1706.8872,1699.6568506173849
1709.7265,1698.177009497402
1682.2787,1704.1603966543423
1670.2657,1675.287978630217
1633.6811,1661.3385375272946
1635.3746,1605.3621744941306
1615.1549,1619.7203315495663
