test,prediction
3287.704833984375,3267.884033203125
3271.51171875,3264.458984375
3331.522216796875,3277.845458984375
3362.6513671875,3277.353515625
3365.22607421875,3279.252685546875
3363.62646484375,3327.329345703125
3360.810302734375,3338.01318359375
3367.119384765625,3329.718017578125
3379.5830078125,3380.190673828125
3384.317138671875,3343.29833984375
3385.388671875,3351.649658203125
3365.497314453125,3326.46435546875
3365.24267578125,3364.9853515625
3376.418701171875,3384.3935546875
3379.488037109375,3387.6181640625
3384.14697265625,3389.938720703125
3371.42578125,3360.05078125
3353.619140625,3371.494384765625
3362.858642578125,3394.64306640625
3356.8447265625,3426.47998046875
3365.995849609375,3405.224609375
3357.812255859375,3399.372314453125
3352.529296875,3393.02685546875
3341.548583984375,3357.624755859375
3343.58251953125,3338.4111328125
3345.271728515625,3348.048583984375
3339.64208984375,3360.455078125
3348.943115234375,3386.44189453125
3374.378173828125,3357.27197265625
3382.988037109375,3367.060791015625
3388.28369140625,3387.413330078125
3386.099853515625,3359.65966796875
3390.523193359375,3396.105712890625
3378.470458984375,3369.119140625
3372.040771484375,3388.591064453125
3381.793701171875,3371.955322265625
3370.172119140625,3412.39697265625
3378.64794921875,3358.147705078125
3380.698974609375,3371.090576171875
3388.247802734375,3402.8837890625
3396.8974609375,3428.78564453125
3407.567138671875,3446.962158203125
3416.8125,3405.66162109375
3390.337158203125,3396.00634765625
3393.341796875,3418.37744140625
3395.91259765625,3455.546630859375
3383.3095703125,3428.790771484375
3371.744140625,3425.230224609375
3388.174072265625,3405.784423828125
3413.57470703125,3403.8037109375
3415.460205078125,3405.915771484375
3427.79443359375,3386.4365234375
3432.673095703125,3408.3955078125
3447.835693359375,3412.132080078125
3429.548095703125,3436.8857421875
3402.524658203125,3466.4072265625
3399.250244140625,3450.646728515625
3382.907470703125,3410.831298828125
3392.39892578125,3400.57958984375
3410.49755859375,3393.349609375
3430.46435546875,3367.50244140625
3351.918212890625,3444.59423828125
3353.820556640625,3408.767578125
3322.229736328125,3420.81396484375
3333.656982421875,3375.5771484375
3337.862060546875,3401.165771484375
3317.1884765625,3373.138427734375
3317.617431640625,3349.4267578125
3309.618408203125,3345.012939453125
3303.675048828125,3376.74755859375
3293.96484375,3328.3125
3272.05419921875,3322.01220703125
3289.992431640625,3307.150634765625
3322.195556640625,3335.53662109375
3280.813720703125,3325.160400390625
3303.037353515625,3304.83447265625
3292.4384765625,3310.782958984375
3266.13720703125,3283.57568359375
3267.92236328125,3292.0166015625
3296.538330078125,3287.31982421875
3287.605712890625,3322.650634765625
3300.059326171875,3282.455078125
3297.06298828125,3274.2509765625
3280.4609375,3303.8544921875
3306.124755859375,3291.44384765625
3275.78271484375,3305.161865234375
3296.384765625,3316.7958984375
3307.172119140625,3323.4609375
3348.325927734375,3308.987548828125
3369.1083984375,3302.280029296875
3385.710205078125,3323.769287109375
3391.75,3264.343505859375
3409.4794921875,3367.3466796875
3413.899658203125,3313.0859375
3421.834228515625,3393.7626953125
3425.3447265625,3389.405029296875
3428.940673828125,3397.47509765625
3410.48828125,3387.89306640625
3436.593994140625,3400.108154296875
3444.67138671875,3417.749755859375
3474.754150390625,3404.541748046875
3487.864013671875,3403.404541015625
3501.3623046875,3415.749267578125
3546.504638671875,3472.814697265625
3559.465087890625,3451.619140625
3548.30712890625,3539.513916015625
3558.12890625,3530.8154296875
3523.000732421875,3518.952880859375
3488.009033203125,3528.208984375
3480.83349609375,3556.973876953125
3446.979736328125,3544.851806640625
3462.080810546875,3517.28564453125
3487.4970703125,3565.308349609375
3370.65185546875,3491.81201171875
3309.259765625,3434.850341796875
3262.050537109375,3445.59326171875
3129.850830078125,3359.860595703125
3154.125244140625,3395.910400390625
3184.958740234375,3377.38330078125
3199.158935546875,3260.267578125
3268.558837890625,3263.649658203125
3289.024169921875,3197.45263671875
3329.57373046875,3266.0810546875
3292.06787109375,3278.496337890625
3259.407958984375,3279.796875
3273.7548828125,3179.58740234375
3254.5283203125,3218.90283203125
3256.92626953125,3259.662353515625
3289.641845703125,3257.05810546875
3271.66845703125,3250.22705078125
3288.405517578125,3290.3486328125
3307.16552734375,3287.55810546875
3326.69921875,3173.555419921875
3310.23876953125,3334.49658203125
3291.3818359375,3300.993896484375
3291.112060546875,3285.580078125
3269.882080078125,3246.306396484375
3279.251708984375,3343.816650390625
3290.639892578125,3258.602294921875
3280.9521484375,3289.9541015625
3263.480224609375,3256.461669921875
3152.7607421875,3326.314697265625
3133.7216796875,3287.702880859375
3166.64892578125,3184.8623046875
3122.28955078125,3285.27197265625
3160.530517578125,3186.407958984375
3168.896484375,3147.495849609375
3163.178955078125,3184.32470703125
3136.633056640625,3173.389404296875
3131.111328125,3165.6240234375
3138.293701171875,3128.62890625
3190.321533203125,3163.594482421875
3208.081787109375,3134.388916015625
3180.158203125,3168.14990234375
3159.05224609375,3105.154296875
3110.64892578125,3174.108154296875
3066.796630859375,3120.409423828125
3091.398681640625,3135.6298828125
3117.3759765625,3145.606689453125
3071.54248046875,3060.76220703125
3068.011962890625,3076.9599609375
3128.92724609375,3023.877685546875
3117.973876953125,3062.122802734375
3075.030029296875,3060.518798828125
3082.2314453125,3081.91455078125
3081.17724609375,3141.7705078125
3100.858642578125,3063.11767578125
3091.033447265625,3107.177490234375
3136.644775390625,3033.33544921875
3161.49755859375,3088.763671875
3159.150146484375,3163.6728515625
3174.41259765625,3124.74072265625
3163.26318359375,3088.55029296875
3174.031982421875,3130.209716796875
3192.118408203125,3146.689453125
3169.565185546875,3133.8154296875
3154.282470703125,3168.367431640625
3193.30322265625,3120.31689453125
3213.84033203125,3184.20947265625
3214.349609375,3166.137939453125
3168.964111328125,3221.03662109375
3154.650634765625,3165.05712890625
3141.30322265625,3211.86376953125
3135.08203125,3200.32763671875
3120.46044921875,3114.56201171875
3041.443359375,3193.361083984375
3095.4736328125,3157.22900390625
3075.13720703125,3145.933837890625
3091.19091796875,3101.731201171875
3114.20556640625,3114.048828125
3115.18017578125,3186.1005859375
3109.498779296875,3140.24072265625
3067.14794921875,3181.871826171875
