D
0.0011930697364732623
0.00010892881255131215
3.3002397685777396e-05
3.632756124716252e-05
5.315688395057805e-05
6.055602716514841e-05
3.213212767150253e-05
2.345170832995791e-05
2.7885580493602902e-05
3.994558210251853e-05
1.809197237889748e-05
2.020366082433611e-05
9.86163558991393e-06
1.8504690160625614e-05
1.0591987120278645e-05
2.2358934074873105e-05
1.114401311497204e-05
2.3355007215286605e-05
1.2700186744041275e-05
1.2759145647578407e-05
1.591934051248245e-05
1.5726736819487996e-05
1.0740732250269502e-05
1.392107515130192e-05
9.255254553863779e-06
1.5994108252925798e-05
1.394036826241063e-05
8.041582077567e-06
9.610681445337832e-06
2.1538857254199684e-05
2.1747659047832713e-05
1.2916209925606381e-05
1.4633767932537012e-05
1.2155463082308415e-05
1.1299330253677908e-05
1.0847260455193464e-05
8.176817573257722e-06
6.992031558183953e-06
1.4897312212269753e-05
7.3127321229549125e-06
7.806695066392422e-06
1.268719552172115e-05
1.7353104340145364e-05
1.823966158553958e-05
1.4125858797342516e-05
8.16327337815892e-06
7.5452649070939515e-06
8.857055945554748e-06
1.5215689927572384e-05
6.530286100314697e-06
8.493522727803793e-06
1.3712527106690686e-05
1.182721825898625e-05
7.073368124110857e-06
1.0067220500786789e-05
1.2411192074068822e-05
6.234542070160387e-06
8.360120773431845e-06
5.645657893182943e-06
7.632960659975652e-06
1.1455812455096748e-05
7.120818736439105e-06
7.3205624175898265e-06
7.190946689661359e-06
8.237139809352811e-06
6.799180937377969e-06
5.961650458630174e-06
5.34663968210225e-06
4.956752945872722e-06
5.206849436945049e-06
9.153331120614894e-06
1.0716119504650123e-05
8.643551154818852e-06
1.140406311606057e-05
1.3123531061864924e-05
1.1901223842869513e-05
5.77964965486899e-06
7.2407447078148834e-06
8.572261322115082e-06
8.97682457434712e-06
6.521904651890509e-06
5.347910700947978e-06
5.6472404139640275e-06
6.384704647643957e-06
7.38680682843551e-06
5.679580226569669e-06
5.036856236984022e-06
5.367368430597708e-06
6.864951046736678e-06
1.1341915524099022e-05
5.028171017329441e-06
7.6263768278295174e-06
8.832706953398883e-06
7.098738478816813e-06
6.5730018832255155e-06
5.218327714828774e-06
6.321333330561174e-06
1.009756942949025e-05
1.1077204362663906e-05
5.644867087539751e-06
5.262839749775594e-06
5.027059614803875e-06
4.909416020382196e-06
5.169988980924245e-06
6.492415650427574e-06
8.509461622452363e-06
7.953782187541947e-06
5.1017482292081695e-06
7.36524543754058e-06
8.040114153118338e-06
5.398022040026262e-06
7.191284112195717e-06
7.051984539430123e-06
5.667341611115262e-06
6.538253273902228e-06
5.304419573803898e-06
7.151880708988756e-06
7.8641896834597e-06
5.127593340148451e-06
6.8253571043896955e-06
7.3799810706987046e-06
5.5922077990544494e-06
7.694613486819435e-06
1.2432610674295574e-05
8.416137461608741e-06
9.858761586656328e-06
8.553056431992445e-06
7.0570808929915074e-06
8.581484507885762e-06
1.037620495480951e-05
6.836782176833367e-06
6.487759037554497e-06
6.712156391586177e-06
7.901938261056785e-06
9.113754458667245e-06
1.029284976539202e-05
7.127048320398899e-06
8.792816515779123e-06
7.488890332751907e-06
8.568065823055804e-06
7.212745913420804e-06
7.039491265459219e-06
8.648298717162106e-06
7.399855348921847e-06
7.806190296832938e-06
7.739424290775787e-06
6.634678811678896e-06
6.762404609617079e-06
7.227156856970396e-06
7.5350631050241645e-06
7.2231250669574365e-06
7.881696546974126e-06
6.654536718997406e-06
6.7761839090962894e-06
6.408988610928645e-06
6.965207830944564e-06
7.5029488471045624e-06
6.875803137518233e-06
6.56127213005675e-06
5.8169857766188215e-06
7.0302407948474865e-06
7.470328455383424e-06
6.985418167460011e-06
6.009835942677455e-06
6.86040175423841e-06
6.541542916238541e-06
7.1964736889640335e-06
6.921768544998486e-06
4.869041731581092e-06
5.394444087869488e-06
4.790256753040012e-06
5.23463359058951e-06
5.185068857826991e-06
4.998860276828054e-06
4.60972432847484e-06
4.553382950689411e-06
4.270342742529465e-06
4.5684078031626996e-06
4.425929546414409e-06
4.303155492380029e-06
4.243935563863488e-06
4.6959894461906515e-06
5.161808985576499e-06
4.219848506181734e-06
4.499448095884873e-06
4.422136498760665e-06
4.367892870504875e-06
4.784291832038434e-06
4.340781288192375e-06
4.476026788324816e-06
4.3107138480991125e-06
4.706050276581664e-06
5.043157671025256e-06
4.225380052957917e-06
4.580841505230637e-06
4.7119388000282925e-06
4.29653846367728e-06
5.8047257880389225e-06
8.784070814726874e-06
7.552720489911735e-06
6.101644885347923e-06
5.031176897318801e-06
4.707159405370476e-06
5.288200554787181e-06
7.4580930231604725e-06
5.94733046455076e-06
5.091774255561177e-06
4.9348227548762225e-06
4.481534233491402e-06
4.656386408896651e-06
4.592502591549419e-06
4.505608103499981e-06
4.405645086080767e-06
4.0925119719759095e-06
4.55677854915848e-06
5.116756710776826e-06
7.688871846767142e-06
6.058487088012043e-06
5.589274678641232e-06
