D
0.002683762926608324
0.0013960484648123384
0.0005042696138843894
0.00016391226381529123
9.00717350305058e-05
7.072739390423521e-05
6.005072282277979e-05
5.1773506129393354e-05
4.521808659774251e-05
4.023107248940505e-05
3.587334504118189e-05
3.240802834625356e-05
2.9464950785040855e-05
2.6945321224047802e-05
2.4830047550494783e-05
2.2974594685365446e-05
2.1362726329243742e-05
1.9956545656896196e-05
1.8714790712692775e-05
1.760070699674543e-05
1.6600892195128836e-05
1.5694689864176326e-05
1.4889818885421846e-05
1.4135401215753518e-05
1.3467589269566815e-05
1.2850852726842277e-05
1.2282897841942031e-05
1.1766693205572665e-05
1.129708925873274e-05
1.0873792234633584e-05
1.0495281458133832e-05
1.0154511983273551e-05
9.856032193056308e-06
9.587824024492875e-06
9.35870957619045e-06
9.136418157140724e-06
8.97677819011733e-06
8.821582014206797e-06
8.686419278092217e-06
8.550111488148104e-06
8.431005880993325e-06
8.322235771629494e-06
8.221361895266455e-06
8.129069101414643e-06
8.04536284704227e-06
7.966938937897794e-06
7.89845307735959e-06
7.827695299056359e-06
7.764149813738186e-06
7.707581062277313e-06
7.64931883168174e-06
7.5910375016974285e-06
7.534341420978308e-06
7.475688107660972e-06
7.416567314066924e-06
7.356254172918852e-06
7.295608611457283e-06
7.234846179926535e-06
7.172550795075949e-06
7.109929356374778e-06
7.048445695545524e-06
6.987438155192649e-06
6.92603362040245e-06
6.8671042754431255e-06
6.810065315221436e-06
6.753730303898919e-06
6.698016932205064e-06
6.64487924950663e-06
6.594519618374761e-06
6.544506959471619e-06
6.497140020655934e-06
6.451156878028996e-06
6.406350166798802e-06
6.363305601553293e-06
6.323139587038895e-06
6.282843514782144e-06
6.244436463020975e-06
6.207338174135657e-06
6.172429493744858e-06
6.137852778920205e-06
6.1065666159265675e-06
6.0746679082512856e-06
6.035769274603808e-06
6.009262051520636e-06
5.9854455685126595e-06
5.954068910796195e-06
5.922523541812552e-06
5.901582881051581e-06
5.8759801504493225e-06
5.845617124577984e-06
5.820681963086827e-06
5.800785856990842e-06
5.774207238573581e-06
5.746918759541586e-06
5.728559244744247e-06
5.708028766093776e-06
5.684179996023886e-06
5.66202106710989e-06
5.642801170324674e-06
5.620840056508314e-06
5.598531515715877e-06
5.581628101936076e-06
5.564771981880767e-06
5.541542577702785e-06
5.522192168427864e-06
5.50526146980701e-06
5.487837370310444e-06
5.4709703363187145e-06
5.453570338431746e-06
5.43796204510727e-06
5.41901226824848e-06
5.397793756856117e-06
5.387045803217916e-06
5.365375272958772e-06
5.354102995624999e-06
5.343086741049774e-06
5.327294275048189e-06
5.310223968990613e-06
5.30067563886405e-06
5.282343408907764e-06
5.2692507779283915e-06
5.261333171802107e-06
5.243324721959652e-06
5.231137492955895e-06
5.222027539275587e-06
5.208681614021771e-06
5.193107426748611e-06
5.183429493627045e-06
5.1717333917622454e-06
5.154034624865744e-06
5.1438764785416424e-06
5.140116627444513e-06
5.11816415382782e-06
5.104184765514219e-06
5.108985533297528e-06
5.086068995296955e-06
5.071429768577218e-06
5.0785452003765386e-06
5.064513061370235e-06
5.042784323450178e-06
5.045141733717173e-06
5.034512014390202e-06
5.015175702283159e-06
5.020342541683931e-06
5.009202595829265e-06
4.9871000555867795e-06
4.983446160622407e-06
4.9769464567361865e-06
4.956128577759955e-06
4.965215339325368e-06
4.951265964336926e-06
4.927162990497891e-06
4.9326358748658095e-06
4.926558176521212e-06
4.901914053334622e-06
4.913294560537906e-06
4.900786734651774e-06
4.876968432654394e-06
4.893563072982943e-06
4.865541086473968e-06
4.85099872093997e-06
4.875618287769612e-06
4.841909685637802e-06
4.831568730878644e-06
4.854282906308072e-06
4.811848157260101e-06
4.81722372569493e-06
4.825227279070532e-06
4.790662387677003e-06
4.8043852984847035e-06
4.8019023779488634e-06
4.7667513172200415e-06
4.787941634276649e-06
4.772380634676665e-06
4.744956186186755e-06
4.770737632497912e-06
4.745414116769098e-06
4.732583875011187e-06
4.748035735246958e-06
4.718681338999886e-06
4.721870482171653e-06
4.720295237348182e-06
4.70003624286619e-06
4.7094154069782235e-06
4.697159511124482e-06
4.6796917558822315e-06
4.691994035965763e-06
4.67388372271671e-06
4.666291260946309e-06
4.670249381888425e-06
4.648878075386165e-06
4.65232278656913e-06
4.646690740628401e-06
4.632432592188707e-06
4.6331219891726505e-06
4.620212166628335e-06
4.617211288859835e-06
4.610008545569144e-06
4.600304237101227e-06
4.6004347495909315e-06
4.590385742631042e-06
4.586707291309722e-06
4.578558218781836e-06
4.570772034639958e-06
4.568637450574897e-06
4.5591718844661955e-06
4.554186034511076e-06
4.547741355054313e-06
4.541317593975691e-06
4.5343549572862685e-06
4.527692908595782e-06
4.523178631643532e-06
4.516868557402631e-06
4.510068265517475e-06
4.504508524405537e-06
4.4958756006963085e-06
4.491203526413301e-06
4.484742476051906e-06
4.479852123040473e-06
4.471747161005624e-06
4.467431608645711e-06
4.457724116946338e-06
4.456229817151325e-06
4.446190359885804e-06
4.445783815754112e-06
4.433943558979081e-06
4.4383905333234e-06
4.428768079378642e-06
4.4472512854554225e-06
4.469619852898177e-06
4.5574292926175985e-06
4.852105575992027e-06
5.272082034935011e-06
7.317361450986937e-06
7.527618436142802e-06
7.338407613133313e-06
5.603503723250469e-06
4.89244348500506e-06
4.386175532999914e-06
4.52631729785935e-06
4.225762040732661e-06
4.74666694572079e-06
4.485503268369939e-06
5.576825969910715e-06
5.212234555074247e-06
6.208211289049359e-06
5.109286576043814e-06
5.587844043475343e-06
4.525193162407959e-06
4.9233071877097245e-06
4.317817001719959e-06
4.827623797609704e-06
4.4269804675423075e-06
5.158039584785001e-06
4.758221166412113e-06
5.579148364631692e-06
4.9084997044701595e-06
5.544054147321731e-06
4.670015641750069e-06
5.162678462511394e-06
4.452992470760364e-06
4.945317868987331e-06
4.425004590302706e-06
5.005848379369127e-06
4.544606326817302e-06
5.206662990531186e-06
4.668081146519398e-06
5.301312739902642e-06
4.635714958567405e-06
5.186759153730236e-06
4.5121255425328854e-06
5.0258036026207265e-06
4.439090844243765e-06
4.973362138116499e-06
4.451093445823062e-06
5.028546638641274e-06
4.503554919210728e-06
5.098697783978423e-06
4.523602456174558e-06
5.0992612159461714e-06
4.484987130126683e-06
5.039093593950383e-06
4.429240561876213e-06
4.989599801774602e-06
4.396299118525349e-06
4.9759019020712e-06
4.389695732243126e-06
4.9770815166994e-06
4.401520072860876e-06
5.008258540328825e-06
4.4062408051104285e-06
5.005683306080755e-06
4.391334641695721e-06
4.990853540220996e-06
4.363554580777418e-06
4.944545253238175e-06
4.3456361709104385e-06
4.93715060656541e-06
4.340486611909e-06
4.928328053210862e-06
