real,fake
0.4730857312679291,0.9750953316688538
0.47467947006225586,0.9712457060813904
0.4765284061431885,0.9671103358268738
0.4789549708366394,0.9621658325195312
0.48232489824295044,0.9556166529655457
0.4873636066913605,0.9464911818504333
0.49459999799728394,0.9343072772026062
0.5047736763954163,0.9182682633399963
0.5180355310440063,0.8986201882362366
0.5347506999969482,0.8753283619880676
0.5536012649536133,0.8506669998168945
0.5731858611106873,0.8265827894210815
0.5926800966262817,0.803617537021637
0.6102033853530884,0.7835443615913391
0.6242532730102539,0.7674676775932312
0.6358002424240112,0.75434809923172
0.6458143591880798,0.7431268095970154
0.6520364880561829,0.7362748980522156
0.658012866973877,0.7297732830047607
0.6619867086410522,0.7254937291145325
0.665870726108551,0.7213371396064758
0.6685705780982971,0.718465268611908
0.6712319254875183,0.715648889541626
0.6736313700675964,0.7131237983703613
0.6751362681388855,0.7115445137023926
0.6767358183860779,0.7098731994628906
0.6779993176460266,0.7085550427436829
0.6792539358139038,0.7072532176971436
0.679979145526886,0.7064974904060364
0.6807914972305298,0.705655038356781
0.6819646954536438,0.7044445872306824
0.6826047897338867,0.7037840485572815
0.6831369996070862,0.70323646068573
0.6837324500083923,0.7026264071464539
0.684179425239563,0.7021672129631042
0.6845647096633911,0.7017749547958374
0.685062825679779,0.701267421245575
0.6855424046516418,0.700780987739563
0.6857743859291077,0.7005449533462524
0.6861414909362793,0.7001742124557495
0.6864228844642639,0.6998896598815918
0.6867162585258484,0.6995944976806641
0.6869748830795288,0.6993342638015747
0.6872459650039673,0.6990620493888855
0.6874246597290039,0.6988828182220459
0.68775475025177,0.6985518336296082
0.6879804134368896,0.6983256340026855
0.6882023811340332,0.6981038451194763
0.6884577870368958,0.697849452495575
0.6886404156684875,0.6976672410964966
0.6888126134872437,0.6974958181381226
0.6890783309936523,0.6972299814224243
0.6892399191856384,0.6970693469047546
0.6894398331642151,0.6968697905540466
0.6896330118179321,0.6966770887374878
0.689858615398407,0.6964510679244995
0.6900665163993835,0.6962422132492065
0.6901805996894836,0.6961286067962646
0.6903502941131592,0.6959583759307861
0.6904783844947815,0.6958298683166504
0.6906904578208923,0.6956177353858948
0.6908712387084961,0.6954359412193298
0.6909582018852234,0.6953487992286682
0.6911788582801819,0.6951267719268799
0.6912323236465454,0.6950728297233582
0.6913288235664368,0.694975733757019
0.6914728283882141,0.6948310136795044
0.6915651559829712,0.6947382688522339
0.6916466951370239,0.694656252861023
0.6917387247085571,0.694563627243042
0.691815972328186,0.6944858431816101
0.6919421553611755,0.6943590044975281
0.6920125484466553,0.6942881345748901
0.6920821070671082,0.6942178606987
0.692132294178009,0.6941672563552856
0.6921868920326233,0.694112241268158
0.6922218799591064,0.6940767765045166
0.6922953128814697,0.6940029263496399
0.6923298239707947,0.6939679980278015
0.6923919916152954,0.6939053535461426
0.6923914551734924,0.6939054727554321
0.692454993724823,0.6938415169715881
0.6924485564231873,0.6938477158546448
0.6925007104873657,0.6937951445579529
0.6925179362297058,0.6937776207923889
0.692534327507019,0.6937608122825623
0.6925445795059204,0.6937504410743713
0.6925569176673889,0.6937376260757446
0.6925382614135742,0.6937560439109802
0.692556619644165,0.6937372088432312
0.6925311088562012,0.6937623620033264
0.6925150156021118,0.6937777996063232
0.6924638152122498,0.6938282251358032
0.6924079656600952,0.6938827037811279
0.6922996044158936,0.6939895153045654
0.6921296119689941,0.6941571235656738
0.6918256282806396,0.6944577693939209
0.6914474964141846,0.6948323249816895
0.6910501718521118,0.6952323913574219
0.6910091042518616,0.6952851414680481
0.6914563179016113,0.6948472857475281
0.6919226050376892,0.6943828463554382
0.6923166513442993,0.6939857006072998
0.6925867795944214,0.6937131881713867
0.6927209496498108,0.6935777068138123
0.6928151845932007,0.6934821605682373
0.6928837299346924,0.6934128403663635
0.6929341554641724,0.6933620572090149
0.6929616928100586,0.69333416223526
0.6929948925971985,0.6933006048202515
0.6930111050605774,0.6932842135429382
0.6930297613143921,0.6932653188705444
0.6930423378944397,0.6932527422904968
0.6930557489395142,0.6932392716407776
0.6930623054504395,0.693232536315918
0.6930687427520752,0.6932260394096375
0.6930760145187378,0.6932187080383301
0.6930837631225586,0.6932108402252197
0.6930867433547974,0.6932077407836914
0.6930903196334839,0.6932042241096497
0.693093478679657,0.6932010054588318
0.6930955052375793,0.6931989789009094
0.6930983662605286,0.6931961178779602
0.6930990219116211,0.6931954026222229
0.6931048631668091,0.6931896805763245
0.6931020617485046,0.6931924223899841
0.6931061148643494,0.6931883096694946
0.6931060552597046,0.6931883692741394
0.6931048035621643,0.6931895613670349
0.6931064128875732,0.693187952041626
0.6931046843528748,0.6931896805763245
0.6931025981903076,0.6931917071342468
0.6930957436561584,0.6931984424591064
0.6930920481681824,0.6932020783424377
0.6930792331695557,0.6932147145271301
0.6930542588233948,0.6932392716407776
0.6929836869239807,0.6933082342147827
0.6926920413970947,0.6935897469520569
0.6911994218826294,0.6950680613517761
0.6916172504425049,0.6946958899497986
0.6924110054969788,0.6938925385475159
0.692736029624939,0.6935626268386841
0.6928632259368896,0.6934336423873901
0.6929278373718262,0.6933680176734924
0.6929718852043152,0.6933234930038452
0.6929908394813538,0.693304181098938
0.6930066347122192,0.6932881474494934
0.6930167078971863,0.6932777762413025
0.6930172443389893,0.6932771801948547
0.6930075883865356,0.6932864785194397
