date,open,high,low,close
2010-08-27,979.362,1001.729,976.566,1000.323
2010-08-30,1003.857,1026.041,1003.857,1025.817
2010-08-31,1021.632,1030.695,1016.013,1026.459
2010-09-01,1026.567,1030.698,988.445,996.45
2010-09-02,1002.466,1019.158,997.388,1015.802
2010-09-03,1018.603,1046.205,1018.475,1037.687
2010-09-06,1040.45,1044.23,1008.382,1011.723
2010-09-07,1011.074,1023.592,1008.593,1023.592
2010-09-08,1021.239,1028.654,1017.843,1027.343
2010-09-09,1030.125,1041.7,1020.698,1022.844
2010-09-10,1022.886,1038.538,1017.197,1035.964
2010-09-13,1035.414,1046.425,1034.277,1043.514
2010-09-14,1045.336,1047.167,1029.788,1032.24
2010-09-15,1030.539,1031.04,988.026,991.083
2010-09-16,990.467,995.939,965.483,973.564
2010-09-17,977.037,982.7,968.513,973.192
2010-09-20,973.408,976.228,948.351,950.135
2010-09-21,953.036,954.799,931.19,935.407
2010-09-27,937.161,952.801,931.807,951.634
2010-09-28,950.592,950.851,940.583,943.003
2010-09-29,942.25,945.159,925.379,927.725
2010-09-30,924.788,943.522,922.318,943.522
2010-10-08,947.456,964.184,946.605,960.864
2010-10-11,961.916,962.176,942.894,948.097
2010-10-12,947.613,960.977,945.996,952.783
2010-10-13,952.318,963.742,941.626,963.742
2010-10-14,964.291,976.925,957.862,959.495
2010-10-15,955.112,958.767,938.097,945.239
2010-10-18,942.856,942.856,914.769,933.331
2010-10-19,933.798,1006.639,933.295,996.96
2010-10-20,987.683,1025.648,987.061,1005.59
2010-10-21,1002.726,1002.726,984.681,992.876
2010-10-22,992.168,1024.771,992.168,1014.505
2010-10-25,1019.146,1044.175,1019.146,1040.137
2010-10-26,1042.618,1043.0,1022.006,1037.087
2010-10-27,1035.943,1049.649,1029.769,1031.667
2010-10-28,1025.766,1039.705,1024.56,1039.705
2010-10-29,1043.488,1070.869,1043.488,1065.632
2010-11-01,1072.746,1114.784,1072.746,1108.678
2010-11-02,1109.248,1109.248,1075.7,1076.272
2010-11-03,1064.309,1064.309,1041.633,1041.706
2010-11-04,1042.505,1058.816,1038.321,1058.816
2010-11-05,1068.986,1073.337,1059.362,1073.337
2010-11-08,1078.627,1108.215,1078.627,1108.215
2010-11-09,1111.592,1118.686,1103.163,1116.811
2010-11-10,1116.907,1148.677,1114.916,1142.772
2010-11-11,1138.264,1164.911,1133.539,1133.903
2010-11-12,1128.028,1141.823,1081.392,1083.368
2010-11-15,1088.941,1149.737,1087.65,1149.737
2010-11-16,1155.613,1176.537,1112.655,1127.349
2010-11-17,1116.282,1134.043,1082.06,1086.48
2010-11-18,1091.274,1103.995,1078.182,1103.995
2010-11-19,1107.907,1154.373,1106.747,1154.373
2010-11-22,1154.466,1195.441,1152.965,1176.163
2010-11-23,1173.282,1185.076,1150.011,1184.735
2010-11-24,1177.65,1209.71,1175.899,1209.71
2010-11-25,1214.032,1217.008,1179.054,1187.594
2010-11-26,1186.038,1201.749,1180.508,1197.266
2010-11-29,1196.56,1223.019,1194.658,1221.382
2010-11-30,1220.347,1220.388,1148.17,1182.735
2010-12-01,1177.84,1183.806,1171.112,1178.402
2010-12-02,1188.34,1194.041,1179.041,1179.068
2010-12-03,1178.396,1179.903,1149.285,1159.147
2010-12-06,1158.926,1160.505,1126.107,1135.566
2010-12-07,1133.509,1163.794,1124.933,1162.903
2010-12-08,1162.133,1177.647,1159.308,1161.449
2010-12-09,1160.025,1162.122,1145.374,1145.724
2010-12-10,1141.016,1168.894,1137.514,1168.017
2010-12-13,1176.735,1212.015,1176.735,1210.532
2010-12-14,1212.726,1220.982,1205.92,1219.79
2010-12-15,1219.078,1225.321,1210.55,1213.067
2010-12-16,1210.88,1234.903,1210.605,1226.307
2010-12-17,1224.201,1234.675,1224.201,1234.268
2010-12-20,1236.956,1240.895,1181.759,1213.601
2010-12-21,1213.35,1223.574,1205.734,1216.289
2010-12-22,1216.039,1217.056,1200.926,1202.899
2010-12-23,1199.986,1202.007,1177.086,1177.59
2010-12-24,1171.915,1171.915,1141.323,1145.695
2010-12-27,1146.893,1155.728,1101.664,1106.448
2010-12-28,1100.085,1100.327,1081.524,1092.621
2010-12-29,1092.957,1114.471,1092.957,1114.471
2010-12-30,1114.719,1123.576,1107.582,1118.379
2010-12-31,1118.525,1139.659,1118.525,1138.847
2011-01-04,1143.357,1156.722,1141.229,1156.31
2011-01-05,1155.111,1160.325,1147.575,1156.554
2011-01-06,1154.836,1160.613,1135.271,1135.975
2011-01-07,1133.914,1140.967,1120.781,1127.691
2011-01-10,1125.509,1125.509,1090.191,1094.905
2011-01-11,1091.124,1091.124,1069.512,1079.489
2011-01-12,1084.246,1096.659,1072.203,1090.809
2011-01-13,1095.967,1098.241,1090.807,1094.997
2011-01-14,1093.231,1093.231,1066.856,1068.531
2011-01-17,1067.546,1068.103,1026.732,1029.233
2011-01-18,1022.901,1030.936,1015.688,1026.785
2011-01-19,1026.999,1049.692,1024.214,1049.628
2011-01-20,1048.86,1052.612,1021.35,1021.453
2011-01-21,1015.773,1034.595,1014.326,1025.573
2011-01-24,1025.86,1030.402,995.297,996.005
2011-01-25,993.608,993.608,969.333,980.019
2011-01-26,979.088,996.823,978.873,996.782
2011-01-27,992.092,1016.104,985.819,1014.081
2011-01-28,1014.696,1024.7,1012.36,1022.002
2011-01-31,1022.691,1031.259,1015.454,1030.193
2011-02-01,1030.743,1035.215,1027.97,1033.68
2011-02-09,1027.516,1038.924,1022.853,1026.221
2011-02-10,1027.323,1065.056,1025.782,1065.056
2011-02-11,1068.303,1076.713,1066.263,1072.699
2011-02-14,1073.429,1088.439,1073.429,1087.691
2011-02-15,1087.929,1098.699,1083.394,1088.859
2011-02-16,1087.899,1108.394,1084.984,1108.394
2011-02-17,1109.783,1118.128,1105.043,1116.497
2011-02-18,1115.609,1115.852,1099.731,1101.609
2011-02-21,1097.308,1118.838,1095.566,1118.838
2011-02-22,1119.776,1123.349,1088.14,1089.401
2011-02-23,1089.214,1118.454,1088.997,1115.214
2011-02-24,1113.592,1113.876,1095.758,1103.102
2011-02-25,1099.255,1099.871,1086.931,1096.24
2011-02-28,1097.48,1100.923,1088.721,1100.923
2011-03-01,1102.037,1103.778,1093.202,1099.228
2011-03-02,1096.194,1097.313,1078.855,1090.112
2011-03-03,1090.106,1093.105,1063.556,1065.495
2011-03-04,1064.616,1073.056,1057.739,1073.056
2011-03-07,1075.208,1079.399,1071.211,1079.399
2011-03-08,1080.817,1086.603,1075.387,1086.116
2011-03-09,1085.999,1088.597,1076.747,1088.597
2011-03-10,1089.644,1104.852,1088.864,1095.21
2011-03-11,1091.514,1114.342,1089.953,1103.076
2011-03-14,1100.63,1108.859,1097.209,1108.859
2011-03-15,1109.52,1109.52,1079.515,1096.262
2011-03-16,1095.43,1103.991,1095.43,1103.531
2011-03-17,1097.533,1097.533,1076.15,1079.659
2011-03-18,1082.893,1089.607,1080.85,1084.891
2011-03-21,1084.439,1085.843,1069.591,1071.88
2011-03-22,1073.668,1075.365,1059.127,1068.56
2011-03-23,1067.626,1078.031,1066.041,1078.031
2011-03-24,1079.488,1083.06,1075.504,1079.458
2011-03-25,1078.812,1079.488,1070.837,1073.806
2011-03-28,1074.413,1075.934,1052.508,1053.607
2011-03-29,1051.782,1051.782,1019.326,1020.487
2011-03-30,1018.665,1020.677,1005.859,1007.85
2011-03-31,1008.266,1020.884,1006.917,1009.844
2011-04-01,1007.583,1016.634,1004.399,1016.634
2011-04-06,1013.229,1013.376,993.835,995.787
2011-04-07,994.9,1005.954,993.958,1005.954
2011-04-08,1005.75,1020.779,1003.99,1020.779
2011-04-11,1023.066,1024.321,1004.162,1004.533
2011-04-12,1002.493,1008.987,999.47,1001.889
2011-04-13,1001.257,1022.507,1000.239,1022.507
2011-04-14,1022.92,1023.282,1015.798,1018.427
2011-04-15,1018.135,1018.319,1004.781,1012.215
2011-04-18,1010.765,1012.948,1002.441,1005.528
2011-04-19,1003.143,1003.143,989.13,996.548
2011-04-20,996.374,1011.976,994.31,1010.652
2011-04-21,1010.715,1020.466,1009.64,1013.303
2011-04-22,1011.011,1011.144,1003.745,1007.482
2011-04-25,1004.043,1004.043,977.868,978.059
2011-04-26,973.829,976.439,957.808,961.126
2011-04-27,959.857,964.745,940.01,945.583
2011-04-28,944.454,947.974,906.155,907.277
2011-04-29,904.559,916.161,900.588,916.161
2011-05-03,915.511,926.823,910.977,925.833
2011-05-04,923.536,923.536,905.712,907.788
2011-05-05,905.286,923.492,904.154,918.459
2011-05-06,914.353,925.038,908.933,922.535
2011-05-09,924.483,940.338,924.483,936.188
2011-05-10,937.299,937.661,929.424,935.62
2011-05-11,935.983,937.761,927.691,934.419
2011-05-12,931.713,931.713,913.612,913.728
2011-05-13,913.818,917.199,902.314,914.35
2011-05-16,915.976,920.681,910.695,910.952
2011-05-17,908.818,909.321,895.126,899.942
2011-05-18,896.899,899.809,893.06,895.693
2011-05-19,896.571,900.653,888.915,889.944
2011-05-20,889.153,889.429,878.901,880.473
2011-05-23,878.345,878.619,845.496,845.742
2011-05-24,841.61,881.646,833.269,875.956
2011-05-25,872.814,872.814,847.105,847.333
2011-05-26,848.735,858.149,835.671,835.955
2011-05-27,835.751,841.044,824.949,828.042
2011-05-30,824.948,850.203,821.45,839.485
2011-05-31,841.529,851.558,833.79,851.558
2011-06-01,851.72,857.939,848.517,856.44
2011-06-02,846.732,846.732,828.197,838.902
2011-06-03,838.841,855.234,837.921,853.038
2011-06-07,850.767,853.755,847.956,853.238
2011-06-08,852.302,852.557,842.553,850.597
2011-06-09,849.194,849.194,833.522,833.522
2011-06-10,831.078,832.073,816.523,829.55
2011-06-13,825.795,838.891,816.879,834.975
2011-06-14,835.131,846.38,834.889,844.152
2011-06-15,843.229,846.25,832.564,833.159
2011-06-16,828.075,828.256,815.556,816.337
2011-06-17,814.83,818.909,806.924,808.265
2011-06-20,806.232,806.232,793.087,797.31
2011-06-21,797.549,802.44,791.841,801.188
2011-06-22,803.01,803.835,794.088,797.064
2011-06-23,796.249,821.504,789.357,820.155
2011-06-24,818.002,841.159,816.262,838.161
2011-06-27,838.455,856.355,838.455,849.776
2011-06-28,849.902,850.886,842.809,850.097
2011-06-29,850.79,856.344,842.261,842.269
2011-06-30,840.772,852.91,840.772,851.945
2011-07-01,853.575,868.487,853.575,861.363
2011-07-04,862.606,882.41,862.606,882.41
2011-07-05,883.774,892.086,883.147,889.711
2011-07-06,887.883,900.648,884.078,900.648
2011-07-07,899.992,918.397,898.108,906.235
2011-07-08,905.903,908.502,894.573,901.311
2011-07-11,900.469,910.37,896.189,909.772
2011-07-12,901.918,905.437,894.952,897.915
2011-07-13,896.688,919.638,896.688,919.638
2011-07-14,920.05,939.47,920.05,939.47
2011-07-15,942.391,958.361,940.325,958.102
2011-07-18,958.996,966.296,951.012,953.046
2011-07-19,947.309,947.309,930.856,934.086
2011-07-20,939.036,944.62,926.956,937.643
2011-07-21,937.07,937.702,922.07,922.07
2011-07-22,924.35,936.736,924.35,930.76
2011-07-25,927.594,927.594,890.574,893.558
2011-07-26,890.487,899.075,884.593,899.075
2011-07-27,896.543,923.873,890.441,922.251
2011-07-28,913.892,926.767,909.107,926.127
2011-07-29,926.257,931.61,916.906,919.965
2011-08-01,918.616,938.191,917.65,934.174
2011-08-02,929.846,938.946,911.633,938.946
2011-08-03,929.563,958.554,925.369,952.432
2011-08-04,951.75,956.983,942.264,944.339
2011-08-05,911.79,933.409,905.901,925.916
2011-08-08,914.724,920.007,865.453,883.867
2011-08-09,855.214,891.315,841.398,885.195
2011-08-10,897.748,908.465,896.378,898.281
2011-08-11,879.516,922.192,876.663,922.192
2011-08-12,927.026,939.605,927.026,933.079
2011-08-15,935.782,953.733,935.782,949.386
2011-08-16,949.849,951.787,936.597,939.972
2011-08-17,938.83,948.343,932.796,943.014
2011-08-18,941.42,941.955,921.96,922.388
2011-08-19,902.204,919.101,898.325,919.101
2011-08-22,920.295,932.17,914.506,917.273
2011-08-23,919.032,943.273,919.032,943.273
2011-08-24,947.355,961.265,946.204,947.126
2011-08-25,949.591,950.679,934.2,949.894
2011-08-26,947.458,961.759,944.883,959.829
2011-08-29,958.563,966.739,954.711,961.061
2011-08-30,964.346,967.224,940.702,941.071
2011-08-31,938.656,943.003,918.543,928.288
2011-09-01,928.762,937.051,919.888,924.516
2011-09-02,922.825,925.362,909.135,916.56
2011-09-05,909.161,909.161,890.108,890.527
2011-09-06,883.305,891.27,876.355,881.324
2011-09-07,884.475,906.387,884.39,906.387
2011-09-08,910.05,916.727,898.231,898.647
2011-09-09,896.161,902.589,884.137,888.214
2011-09-13,876.588,876.588,865.374,868.405
2011-09-14,870.585,883.641,861.776,883.552
2011-09-15,884.537,892.374,882.267,882.455
2011-09-16,885.246,889.819,880.198,881.537
2011-09-19,878.508,878.508,861.14,861.212
2011-09-20,857.442,867.728,852.467,863.328
2011-09-21,863.32,888.262,860.784,887.732
2011-09-22,882.918,885.788,859.406,859.406
2011-09-23,846.564,854.719,840.111,849.894
2011-09-26,848.405,855.279,833.118,835.655
2011-09-27,839.98,845.575,829.097,837.203
2011-09-28,840.374,844.705,820.538,823.733
2011-09-29,819.447,819.447,797.069,797.917
2011-09-30,798.792,802.541,787.734,797.151
2011-10-10,799.001,802.924,792.823,796.051
2011-10-11,812.835,818.63,783.971,792.13
2011-10-12,789.387,823.231,779.811,822.345
2011-10-13,822.741,841.981,820.825,839.357
2011-10-14,836.795,839.362,826.212,836.51
2011-10-17,839.194,845.645,833.096,838.618
2011-10-18,832.814,834.474,812.13,812.735
2011-10-19,813.353,820.139,804.871,810.554
2011-10-20,807.117,807.117,777.017,784.879
2011-10-21,782.94,785.388,765.939,769.1
2011-10-24,767.221,778.842,746.971,778.284
2011-10-25,776.706,805.174,775.136,803.926
2011-10-26,800.335,827.049,797.011,817.303
2011-10-27,816.882,827.534,813.262,817.089
2011-10-28,826.658,840.068,820.116,839.761
2011-10-31,840.691,859.334,837.873,859.334
2011-11-01,850.268,861.909,846.494,859.899
2011-11-02,843.481,887.799,840.295,887.799
2011-11-03,892.656,905.198,884.384,884.384
2011-11-04,888.373,894.469,883.158,889.014
2011-11-07,886.896,896.154,883.258,885.493
2011-11-08,885.179,886.64,867.977,868.969
2011-11-09,873.555,897.953,867.35,897.953
2011-11-10,888.448,918.718,885.727,902.133
2011-11-11,900.571,908.709,892.374,898.023
2011-11-14,906.001,924.302,906.001,922.997
2011-11-15,923.647,929.882,919.803,928.032
2011-11-16,928.359,929.137,895.691,900.356
2011-11-17,900.639,918.884,897.646,905.224
2011-11-18,899.473,899.587,874.919,875.852
2011-11-21,873.626,874.962,856.068,869.749
2011-11-22,862.76,875.134,858.567,875.088
2011-11-23,875.435,881.005,869.674,871.439
2011-11-24,863.236,881.627,858.529,874.796
2011-11-25,873.631,881.177,867.224,870.113
2011-11-28,871.006,877.954,865.036,873.481
2011-11-29,878.884,887.06,873.384,887.06
2011-11-30,885.411,885.411,831.272,844.532
2011-12-01,868.148,879.021,859.409,859.409
2011-12-02,855.688,855.688,831.401,835.531
2011-12-05,831.932,832.425,796.352,798.569
2011-12-06,794.478,808.079,789.282,804.212
2011-12-07,803.286,812.6,800.453,808.776
2011-12-08,805.613,826.253,794.667,815.635
2011-12-09,808.277,818.394,802.29,804.959
2011-12-12,804.928,809.897,795.842,796.853
2011-12-13,793.113,793.113,770.907,774.817
2011-12-14,772.052,779.704,760.103,761.554
2011-12-15,757.309,762.613,748.968,752.276
2011-12-16,751.237,784.743,751.237,784.743
2011-12-19,780.591,799.521,772.952,799.521
2011-12-20,797.888,805.786,786.906,787.407
2011-12-21,793.013,797.292,766.751,767.172
2011-12-22,760.266,773.196,733.317,763.704
2011-12-23,760.679,776.281,756.718,767.278
2011-12-26,766.502,775.817,757.367,758.82
2011-12-27,755.351,755.671,730.668,732.746
2011-12-28,727.37,727.37,705.474,723.053
2011-12-29,720.058,727.732,716.094,722.04
2011-12-30,723.532,736.131,723.532,735.095
2012-01-04,740.369,743.561,712.527,712.527
2012-01-05,705.691,706.416,670.511,672.017
2012-01-06,667.731,677.286,650.746,674.144
2012-01-09,672.974,697.725,662.22,697.725
2012-01-10,696.953,723.792,695.791,721.944
2012-01-11,720.524,734.246,715.972,723.438
2012-01-12,721.303,729.628,714.107,715.331
2012-01-13,714.483,715.065,670.354,671.183
2012-01-16,662.843,662.843,638.16,638.766
2012-01-17,635.619,669.792,628.416,667.77
2012-01-18,668.021,670.702,626.43,629.7
2012-01-19,626.413,641.905,616.971,637.649
2012-01-20,639.694,653.108,639.428,651.337
2012-01-30,654.4,665.122,649.825,656.237
2012-01-31,654.343,655.474,642.319,653.653
2012-02-01,652.455,668.353,649.522,655.763
2012-02-02,657.055,670.502,657.055,670.502
2012-02-03,670.446,687.112,668.09,685.258
2012-02-06,686.259,695.249,685.916,691.769
2012-02-07,689.118,689.118,674.675,678.842
2012-02-08,678.226,697.61,674.757,697.61
2012-02-09,697.668,711.109,695.971,703.138
2012-02-10,701.872,708.477,699.067,704.21
2012-02-13,699.556,724.176,695.823,720.436
2012-02-14,720.23,723.274,713.392,717.756
2012-02-15,717.07,730.306,712.562,730.306
2012-02-16,728.973,737.051,719.877,727.364
2012-02-17,728.161,732.514,714.662,723.298
2012-02-20,732.446,737.011,726.491,726.626
2012-02-21,724.807,742.53,719.117,742.53
2012-02-22,743.432,765.383,743.432,765.383
2012-02-23,766.5,771.281,754.353,762.698
2012-02-24,761.953,770.603,760.977,768.132
2012-02-27,769.818,777.206,766.066,766.201
2012-02-28,763.258,763.981,743.019,753.499
2012-02-29,752.948,753.819,739.868,740.972
2012-03-01,739.876,754.535,739.403,748.843
2012-03-02,749.548,763.476,749.548,763.476
2012-03-05,765.668,772.828,764.837,765.385
2012-03-06,764.086,764.73,749.497,756.786
2012-03-07,748.934,765.47,746.48,755.202
2012-03-08,757.942,770.054,757.942,767.738
2012-03-09,770.535,783.856,769.774,783.856
2012-03-12,785.689,792.277,784.673,792.277
2012-03-13,791.755,798.656,789.143,798.656
2012-03-14,801.419,806.17,756.068,762.452
2012-03-15,760.512,765.55,740.913,752.355
2012-03-16,753.973,771.627,751.256,771.627
2012-03-19,771.005,785.733,769.41,785.733
2012-03-20,783.552,783.552,761.384,761.569
2012-03-21,764.899,767.368,743.839,757.747
2012-03-22,756.397,762.341,750.796,756.8
2012-03-23,754.802,756.636,740.972,743.738
2012-03-26,740.986,748.144,737.104,743.054
2012-03-27,745.301,751.737,739.653,741.563
2012-03-28,738.485,738.485,703.036,704.02
2012-03-29,697.858,701.472,682.358,689.378
2012-03-30,687.747,691.995,678.878,683.951
2012-04-05,683.183,703.887,681.926,703.337
2012-04-06,703.451,711.025,701.224,707.521
2012-04-09,705.904,707.638,695.66,695.66
2012-04-10,692.393,703.175,678.786,703.175
2012-04-11,696.007,708.19,691.87,704.72
2012-04-12,705.664,719.618,703.97,719.488
2012-04-13,721.528,730.463,720.723,725.486
2012-04-16,721.339,726.417,718.483,722.731
2012-04-17,723.253,725.199,715.042,715.79
2012-04-18,716.868,730.887,716.826,730.314
2012-04-19,730.689,735.359,728.421,731.988
2012-04-20,730.987,735.62,727.657,735.62
2012-04-23,731.935,731.935,696.131,697.13
2012-04-24,687.269,696.631,670.415,688.201
2012-04-25,686.402,691.177,681.143,689.2
2012-04-26,690.297,693.122,681.124,685.672
2012-04-27,685.048,696.72,683.55,692.711
2012-05-02,700.006,704.126,693.771,701.283
2012-05-03,701.118,707.192,698.446,707.088
2012-05-04,707.951,722.078,707.951,721.413
2012-05-07,719.407,741.737,718.284,741.737
2012-05-08,742.653,747.402,739.34,740.523
2012-05-09,736.35,736.449,727.363,728.001
2012-05-10,727.049,739.737,727.049,736.202
2012-05-11,735.919,740.245,730.218,730.365
2012-05-14,734.866,739.065,727.183,729.143
2012-05-15,723.807,729.506,718.789,729.41
2012-05-16,728.112,731.656,719.164,719.245
2012-05-17,719.163,728.224,713.514,725.926
2012-05-18,721.511,727.17,714.985,715.966
2012-05-21,715.609,719.479,708.452,714.533
2012-05-22,716.959,725.062,716.959,724.809
2012-05-23,725.283,727.482,715.312,723.238
2012-05-24,721.917,728.345,720.283,722.822
2012-05-25,723.363,725.248,710.761,712.894
2012-05-28,709.957,717.929,696.194,716.89
2012-05-29,716.466,732.647,714.858,731.357
2012-05-30,731.857,742.734,730.405,738.576
2012-05-31,736.04,752.323,733.244,746.194
2012-06-01,745.449,751.859,741.767,746.093
2012-06-04,733.36,746.144,728.642,728.708
2012-06-05,729.735,733.244,725.128,727.517
2012-06-06,728.735,734.052,722.7,726.816
2012-06-07,733.239,737.03,720.646,722.942
2012-06-08,728.014,733.032,721.764,725.476
2012-06-11,725.903,746.621,725.903,746.621
2012-06-12,743.138,751.25,741.781,747.461
2012-06-13,747.807,758.89,747.807,758.89
2012-06-14,758.132,762.732,752.188,753.26
2012-06-15,754.754,759.748,745.545,754.635
2012-06-18,756.447,766.331,756.447,765.524
2012-06-19,764.018,765.543,758.751,760.18
2012-06-20,760.424,764.756,758.782,761.182
2012-06-21,759.464,759.464,744.781,751.775
2012-06-25,748.862,748.862,732.875,733.01
2012-06-26,728.636,731.721,715.134,728.253
2012-06-27,727.84,741.085,727.704,731.309
2012-06-28,731.471,735.518,723.141,723.392
2012-06-29,720.304,739.199,718.015,739.199
2012-07-02,743.357,757.787,743.344,753.951
2012-07-03,754.985,764.301,752.66,756.714
2012-07-04,757.535,760.725,749.597,752.369
2012-07-05,751.213,751.213,733.792,736.794
2012-07-06,740.224,750.406,724.717,749.994
2012-07-09,746.334,750.542,734.067,734.761
2012-07-10,732.331,734.28,723.011,725.855
2012-07-11,723.217,731.774,718.972,731.774
2012-07-12,731.087,748.464,729.635,747.059
2012-07-13,744.175,749.232,735.186,738.376
2012-07-16,735.357,735.357,703.219,703.376
2012-07-17,699.67,709.092,698.013,709.092
2012-07-18,707.988,714.349,696.17,714.316
2012-07-19,713.388,727.32,710.589,721.465
2012-07-20,720.128,726.552,717.11,718.517
2012-07-23,715.414,720.51,709.808,716.811
2012-07-24,712.746,724.473,710.517,718.666
2012-07-25,716.945,728.402,715.566,720.604
2012-07-26,720.065,730.226,717.219,719.001
2012-07-27,720.265,723.927,710.305,715.802
2012-07-30,715.927,719.923,697.749,700.432
2012-07-31,698.463,699.637,683.962,688.719
2012-08-01,689.299,706.607,688.092,701.466
2012-08-02,700.283,706.902,696.088,702.984
2012-08-03,703.81,724.297,702.247,724.291
2012-08-06,720.562,744.091,719.102,743.106
2012-08-07,742.3,750.39,742.109,748.796
2012-08-08,747.644,747.644,736.557,742.746
2012-08-09,742.173,756.138,740.34,756.108
2012-08-10,756.195,757.78,749.344,755.98
2012-08-13,755.278,755.278,739.56,740.276
2012-08-14,739.46,749.241,727.058,749.137
2012-08-15,747.632,749.068,741.148,742.405
2012-08-16,741.315,742.816,733.234,736.097
2012-08-17,733.864,735.757,726.423,733.573
2012-08-20,730.615,745.398,725.537,743.561
2012-08-21,742.974,765.854,742.67,761.944
2012-08-22,762.006,769.674,756.525,759.826
2012-08-23,758.416,764.762,754.262,763.599
2012-08-24,760.713,763.389,746.047,746.047
2012-08-27,744.38,744.38,733.728,735.125
2012-08-28,733.346,745.862,729.989,740.254
2012-08-29,739.318,749.535,735.373,739.568
2012-08-30,739.84,741.71,704.157,716.264
2012-08-31,713.549,722.348,710.758,718.899
2012-09-03,716.033,737.767,713.886,736.444
2012-09-04,737.293,745.081,734.053,735.274
2012-09-05,733.625,745.525,731.862,743.333
2012-09-06,745.206,752.616,743.97,752.616
2012-09-07,757.613,777.757,757.192,772.679
2012-09-10,772.912,778.634,769.185,775.581
2012-09-11,774.809,775.784,769.939,774.99
2012-09-12,776.326,779.861,767.445,775.783
2012-09-13,775.037,777.662,762.944,762.944
2012-09-14,766.713,769.36,751.811,757.422
2012-09-17,755.621,755.621,736.749,736.749
2012-09-18,734.948,743.075,732.994,736.205
2012-09-19,737.511,743.011,736.236,740.927
2012-09-20,740.635,740.635,717.18,718.994
2012-09-21,715.66,718.819,701.536,703.167
2012-09-24,697.927,707.288,690.157,702.354
2012-09-25,700.189,705.834,692.493,694.211
2012-09-26,692.317,694.551,671.609,673.004
2012-09-27,674.312,692.321,674.312,688.74
2012-09-28,685.924,703.086,683.297,701.643
2012-10-08,702.37,705.711,698.214,702.79
2012-10-09,703.423,725.191,703.423,725.107
2012-10-10,724.543,735.097,722.28,734.412
2012-10-11,732.932,737.312,724.014,724.186
2012-10-12,724.222,733.816,713.171,721.206
2012-10-15,718.523,719.436,706.206,714.182
2012-10-16,713.144,724.263,711.137,717.665
2012-10-17,718.383,723.793,713.848,721.436
2012-10-18,721.633,734.246,721.633,733.065
2012-10-19,733.394,735.19,728.382,731.97
2012-10-22,729.002,736.896,727.136,736.884
2012-10-23,736.424,738.002,722.917,723.642
2012-10-24,719.616,726.386,716.671,720.072
2012-10-25,720.203,723.358,708.572,709.575
2012-10-26,708.001,709.597,692.762,697.262
2012-10-29,696.255,703.633,694.638,700.097
2012-10-30,700.495,706.765,699.762,701.613
2012-10-31,701.628,703.692,696.97,703.692
